General Attribute,Matched Medical Attributes,Accuracy,Label
ago,2 Days Ago; 7 Days Ago; 5 Days Ago; 4 Days Ago; 3 Days Ago,0.840630054473877,non-medical
communicate,Does Communicate,0.8398675918579102,non-medical
thickness,Maximum Thickness; Increased Thickness,0.8395428657531738,non-medical
intensity,Intensity And Distress 1; Intensity And Distress 5; With Intensity; Signal Intensity; Light Intensity; Moderate Intensity; High Intensity,0.8393322229385376,non-medical
sudden,Sudden Qualifier Value,0.8384549021720886,non-medical
achieved,Not Achieved,0.8383857607841492,non-medical
tattoos,Multiple Tattoos,0.8377996683120728,non-medical
inlet,Region Of Thoracic Inlet,0.8368196487426758,non-medical
every,Every Day,0.8366445899009705,non-medical
prev,Htmllinktype Prev,0.8364569544792175,non-medical
supracondylar,Supracondylar Fracture,0.8360758423805237,non-medical
choked,Choked On,0.835426390171051,non-medical
cavitation,Cavitation Process,0.8351787328720093,non-medical
lordosis,Exaggerated Lordosis,0.8350167274475098,non-medical
musculoskeletal,Unspecified Musculoskeletal Problem,0.8335515260696411,non-medical
none,None Of These,0.8335344195365906,non-medical
demonstrated,Not Demonstrated,0.8329707384109497,non-medical
prepared,Magnetization Prepared Rapid Gradient Echo Mri; Three Dimensional Magnetization Prepared Rapid Gradient Echo Imaging,0.8329035639762878,non-medical
found,Found Down,0.8327745199203491,non-medical
elicited,Elicited By,0.8319171667098999,non-medical
times,A Few Times,0.8316279053688049,non-medical
last,In The Last Week; Last Two Weeks; Last Two Days; In The Last Month; Within Last 24 Hours,0.831306517124176,non-medical
equal,Less Than Or Equal To,0.831149697303772,non-medical
gradient,Magnetization Prepared Rapid Gradient Echo Mri; Three Dimensional Magnetization Prepared Rapid Gradient Echo Imaging,0.8311046957969666,non-medical
given,Not Given,0.8309252858161926,non-medical
contour,Contour Form; Irregular Contour,0.8298935890197754,non-medical
speech,Slt Speech And Language Therapist; Pathology Speech,0.8295820355415344,non-medical
completion,Study Completion,0.8284587264060974,non-medical
target,Sequencing Target Region,0.828417956829071,non-medical
relieved,Relieved Qualifier Value,0.8284086585044861,non-medical
leptomeninges,Neoplasm Of The Leptomeninges,0.82830411195755,non-medical
plural,Plural Effusion,0.827141523361206,non-medical
cap,Cap Combination; Cap Formation Cell Function,0.8269807696342468,non-medical
year,Month Day Year; One Year; Month Year,0.8267034292221069,non-medical
see,Unable To See At All; Able To See Finding,0.8258443474769592,non-medical
kneeling,Body Position Kneeling,0.8252928853034973,non-medical
days,10 Days; 2 Days; 2 Days Ago; 3 Days; Several Days; 5 Days; 4 Days; 7 Days Ago; 5 Days Ago; Last Two Days; 4 Days Ago; One Or Two Days; 3 Days Ago; More Than 7 Days,0.8252124786376953,non-medical
summary,Summary Report,0.8244766592979431,non-medical
possible,As Soon As Possible; Possible Improvement,0.8244209885597229,non-medical
expected,It Was About What I Expected; Fewer Than Expected,0.8235885500907898,non-medical
discontinuous,Discontinuous Anatomic Feature,0.823407769203186,non-medical
progress,Status In Progress,0.8230889439582825,non-medical
pink,Pink Tinged,0.8227314352989197,non-medical
insula,Gray Matter Of Right Insula; Right Insula,0.822632908821106,non-medical
polypoid,Exophytic Polypoid Lesion,0.8222385048866272,non-medical
unequal,Anisocoria Unequal Pupil Diameter; Unequal Skull Shape,0.8216457962989807,non-medical
unstable,Unstable Condition,0.821506917476654,non-medical
four,Sixty Four,0.8195330500602722,non-medical
ended,Ended Status,0.8193655014038086,non-medical
moderately,Moderately Enlarged; Moderately Severe Hallucination; Moderately Better; Moderately Decreased,0.8191649317741394,non-medical
document,Outlines Document; Note Document,0.8188729286193848,non-medical
better,Much Better; Moderately Better,0.8182792663574219,non-medical
nine,Sixty Nine,0.8181994557380676,non-medical
svc,Left Svc,0.8179854154586792,non-medical
pubis,Symphysis Pubis Structure; Unspecified Fracture Of Pubis,0.8174194097518921,non-medical
seated,Seated Positions,0.8169151544570923,non-medical
slight,Slight Change,0.8163105845451355,non-medical
conray,Conray 30,0.8155056238174438,non-medical
toe,Great Toe Structure,0.8151708245277405,non-medical
spherical,Spherical Shaped,0.8147785663604736,non-medical
spiking,Spiking Temperature,0.8140564560890198,non-medical
stopped,To Be Stopped,0.8137203454971313,non-medical
vol,Speciman Volume : Vol : Pt : Plr Fld : Qn; Speciman Volume : Vol : Pt : Bld : Qn; Specimen Volume : Vol : Pt : Pericard Fld : Qn,0.8135185241699219,non-medical
effort,A Small Amount Of Effort,0.8134301900863647,non-medical
falx,Structure Of Falx Cerebri,0.8130635619163513,non-medical
additional,Additional Level,0.812646210193634,non-medical
sequences,Other Sequences,0.812566339969635,non-medical
barrier,Barrier Device,0.8120852708816528,non-medical
cerebelli,Structure Of Tentorium Cerebelli,0.8116557598114014,non-medical
intramural,Intramural Plaque,0.8102931976318359,non-medical
anisocoria,Anisocoria Unequal Pupil Diameter,0.809964120388031,non-medical
suboptimally,Suboptimally Visualized,0.8081406354904175,non-medical
widening,Mediastinum Widening; Widening Of The Ventricles,0.80751633644104,non-medical
intraparenchymal,Intraparenchymal Route Of Administration,0.8071524500846863,non-medical
seven,Fifty Seven,0.8068398833274841,non-medical
comparison,View Comparison,0.806542158126831,non-medical
within,Within Normal Limits; Within 24 Hours; Within Last 24 Hours,0.8051398396492004,non-medical
liter,Thousand Per Liter,0.8049282431602478,non-medical
interrupted,Interrupted Respiration,0.8047094345092773,non-medical
thin,Thin Sectionings; Thin Qualifier Value,0.804161012172699,non-medical
somewhat,Somewhat Difficult,0.8036327958106995,non-medical
move,Does Move Head,0.8033418655395508,non-medical
folded,Folded Structure,0.8032185435295105,non-medical
since,Decrease In Size Since Previous Mammogram Finding; Increase In Size Since Previous Mammogram; New Finding Since Previous Mammogram; No Significant Change Since Previous Mammogram Finding,0.8026860952377319,non-medical
probably,Probably Present Qualifier Value,0.8013195991516113,non-medical
jejunal,Duodeno Jejunal,0.800313413143158,non-medical
fragment,Elevated Fibrin Degradation Fragment Concentration,0.7994232177734375,non-medical
identifier,Contrast Agent Administered Identifier,0.7984129786491394,non-medical
ps,Ps 15,0.7978829741477966,non-medical
unlikely,Very Unlikely,0.7976657152175903,non-medical
deposition,Focal Calcium Deposition; Diffuse Calcium Deposition Calcified Structure,0.7968064546585083,non-medical
unclear,Unclear State Of Matter,0.796142041683197,non-medical
temperature,Spiking Temperature,0.795581042766571,non-medical
including,Including Qualifier,0.7954672574996948,non-medical
blushing,Blushing Function; Abnormal Blushing,0.7951478958129883,non-medical
images,Three Dimensional Images,0.7946150898933411,non-medical
dislocation,Dislocation Incomplete,0.7944778203964233,non-medical
malignancies,Secondary Malignancies,0.794244110584259,non-medical
deglutition,Piecemeal Deglutition,0.7918541431427002,non-medical
orientation,Anteroposterior Orientation,0.7918515205383301,non-medical
impending,Impending Fracture,0.7912554740905762,non-medical
rapidly,Rapidly Progressive,0.7910608649253845,non-medical
fragments,Bone Fragments,0.7899061441421509,non-medical
posterosuperior,Left Posterosuperior,0.7876233458518982,non-medical
alcohol,History Of Alcohol Abuse; Aa Alcohol Abuse,0.7871801257133484,non-medical
entities,Count Of Entities,0.7870090007781982,non-medical
rash,Lower Extremity Rash,0.7865448594093323,non-medical
consequence,Consequence Of,0.7860656976699829,non-medical
piecemeal,Piecemeal Deglutition,0.785667896270752,non-medical
ilium,Bone Structure Of Ilium,0.7837544679641724,non-medical
definitely,Definitely Present Qualifier Value,0.7821528911590576,non-medical
occur,Occur Action,0.7800039052963257,non-medical
palpable,Palpable Mass,0.7799436450004578,non-medical
medium,Before Contrast Medium,0.7796714901924133,non-medical
bag,Bag Device,0.7795698046684265,non-medical
perfectly,Perfectly Clear,0.7791855931282043,non-medical
physiologic,Physiologic Imaging; Held Inspiration Physiologic Challenge Procedure,0.7791268229484558,non-medical
anchoring,Anchoring Procedure,0.7747882008552551,non-medical
worse,Slightly Worse; Much Worse,0.7726272940635681,non-medical
pertechnetate,Technetium Pertechnetate,0.7719127535820007,non-medical
contact,Contact With,0.7707539200782776,non-medical
r,R Lateral,0.7705057263374329,non-medical
concurrent,Reviews Concurrent,0.7698397636413574,non-medical
inversion,Transverse Relaxation Time Fluid Attenuated Inversion Recovery Mri,0.7696570158004761,non-medical
overall,Overall Research Strategy,0.7692268490791321,non-medical
niddm,Niddm Non Insulin Dependent Diabetes Mellitus,0.7684814929962158,non-medical
anomaly,Developmental Venous Anomaly,0.768386960029602,non-medical
done,Assessment Not Done; To Be Done Qualifier Value,0.7674697637557983,non-medical
j,J Tube Placement; J Wire Device,0.7666422724723816,non-medical
responsible,Responsible To Attribute,0.7650712728500366,non-medical
tapering,Tapering Action,0.7638869881629944,non-medical
months,Three Months; 2 Months; Six Months,0.7634908556938171,non-medical
hartmann,Hartmann S Pouch,0.7629421353340149,non-medical
rad,Rad Radiation Absorbed Dose,0.7620270848274231,non-medical
percent,Greater Than Seventy Five Percent,0.7610167264938354,non-medical
investigation,Investigation Finding,0.760682225227356,non-medical
clear,Perfectly Clear,0.7601736187934875,non-medical
echogenicity,Increased Echogenicity,0.7597278356552124,non-medical
inch,0 . 018 Inch,0.7589230537414551,non-medical
volumetric,Volumetric Mass Density,0.7585443258285522,non-medical
maroon,Maroon Stools,0.7571938037872314,non-medical
sample,Sample Fixation; Analysis Sample,0.7570945620536804,non-medical
much,As Much As Desired; Much Better; Much Worse; How Much Bothered By Arm Weakness In Affected Arm; Too Much,0.7569974660873413,non-medical
pouch,Hartmann S Pouch; Structure Of Rectouterine Pouch,0.7568694949150085,non-medical
global,Hypokinesis Global,0.7563120722770691,non-medical
inferolateral,Right Inferolateral,0.7562888860702515,non-medical
memory,Lack Of Memory,0.7559512257575989,non-medical
original,Original Report,0.7555630207061768,non-medical
etc,Etc .,0.7553163170814514,non-medical
nonrebreather,Nonrebreather Oxygen Mask,0.7551575899124146,non-medical
one,One Day; One Week; One Activity Hour; One Year; One Month; Posterior One Third Of Tongue; One Or Two Days; Severity One Out Of Three; Pet Lays In One Place All Day,0.7549377083778381,non-medical
trace,Trace Amount,0.7538732290267944,non-medical
chin,Chin Down,0.7535321116447449,non-medical
retraction,Retraction Finding,0.7533372044563293,non-medical
consented,Consented Qualifier Value,0.7530182003974915,non-medical
replaced,Replaced By,0.7530151605606079,non-medical
restricted,Restricted Diffusion,0.7521187663078308,non-medical
jejunum,Small Intestine Jejunum,0.7509067058563232,non-medical
coughing,Coughing Up Massive Amount Of Blood; Bothered By Coughing; Recurrent Episodes Of Coughing Up Blood,0.7499424815177917,non-medical
indicated,Contra Indicated,0.7488688230514526,non-medical
truncation,Protein Truncation Abnormality,0.7477705478668213,non-medical
difficult,Mechanical Difficult; Not Difficult At All; Difficult Qualifier Value; Very Difficult; Somewhat Difficult; Difficult Tracheal Intubation Finding; Extremely Difficult; Slightly Difficult,0.7473862767219543,non-medical
nerves,Unspecified Disorder Of Cranial Nerves,0.7473740577697754,non-medical
temporalis,Right Temporalis Muscle,0.7468254566192627,non-medical
contained,Contained In Attribute,0.7457744479179382,non-medical
polyps,Specimen Source Codes Polyps,0.7456226348876953,non-medical
flexure,Structure Of Left Colic Flexure,0.7452951669692993,non-medical
incomplete,Incomplete Expansion; Dislocation Incomplete; Incomplete Resection,0.7449700236320496,non-medical
weeks,Three Weeks; Last Two Weeks; 2 Weeks; Two Weeks; 3 Weeks; 4 Weeks; 6 Weeks,0.744813859462738,non-medical
shortness,Increased Shortness Of Breath; Sob Shortness Of Breath; Mild Shortness Of Breath; Shortness Of Breath Question; Intermittent Shortness Of Breath; No Shortness Of Breath; Some Shortness Of Breath,0.7447149753570557,non-medical
combination,Cap Combination,0.7435051202774048,non-medical
entry,Entry Data,0.7431972622871399,non-medical
cessation,Cessation Of Life,0.7427365779876709,non-medical
constricting,Constricting Sensation Quality,0.7425737380981445,non-medical
bore,Bore Qualifier Value,0.7425636053085327,non-medical
provided,Not Provided Qualifier Value,0.7417851090431213,non-medical
cortices,Precentral Motor Cortices,0.7412124872207642,non-medical
interpretation,Interpretation Of Laboratory Tests,0.7404304146766663,non-medical
spin,Spin Echo Imagings; Labeling Spin,0.7383712530136108,non-medical
reflex,Reflex Finding,0.7382635474205017,non-medical
laboratory,Interpretation Of Laboratory Tests,0.7369102835655212,non-medical
brim,Pelvic Brim,0.7364924550056458,non-medical
destruction,Bony Destruction; Destruction Action; Cortical Destruction; Tumour Destruction,0.7362711429595947,non-medical
completely,Resolved Completely,0.7356332540512085,non-medical
posterolateral,Inferior Posterolateral,0.7350344061851501,non-medical
ms,Ms . Title; Ms S,0.7332751750946045,non-medical
cleared,Cleared By,0.7317105531692505,non-medical
moved,Moved To,0.7310515642166138,non-medical
coefficient,Attenuation Coefficient,0.7302250266075134,non-medical
fiducial,Targets Fiducial,0.7297669053077698,non-medical
nonspecific,Nonspecific Pain In The Neck Region; Nonspecific Pain In The Lumbar Region,0.729661762714386,non-medical
followed,Followed By,0.7291375398635864,non-medical
soon,As Soon As Possible,0.7275886535644531,non-medical
emergent,Non Emergent,0.7274512648582458,non-medical
respiration,Rapid Respiration; Interrupted Respiration; Sound Of Respiration,0.7272117733955383,non-medical
sets,Data Sets,0.7266735434532166,non-medical
restriction,State Of Restriction,0.7241376638412476,non-medical
concentration,Elevated Fibrin Degradation Fragment Concentration,0.7235881090164185,non-medical
liquid,Liquid Substance,0.722587525844574,non-medical
appendage,Bony Appendage; Structure Of Auricular Appendage,0.7203847765922546,non-medical
ability,Swallowing Ability; Ability To Stand Upright,0.7196927666664124,non-medical
suspected,Suspected Qualifier; Not Suspected Qualifier Value,0.7192217707633972,non-medical
hounsfield,Hounsfield Unit,0.7122642397880554,non-medical
presence,Of Presence,0.7089012265205383,non-medical
near,Near Complete; Near To,0.7074291110038757,non-medical
heads,Multiple Heads,0.7060911655426025,non-medical
weakness,Generalised Muscle Weakness; Proximal Muscle Weakness; How Much Bothered By Arm Weakness In Affected Arm,0.7052062153816223,non-medical
referred,Information Recipient Referred To,0.7040370106697083,non-medical
uncus,Right Uncus,0.7037211060523987,non-medical
equivalent,Equivalent Unit,0.7030428051948547,non-medical
spiculations,Micro Spiculations,0.7029423117637634,non-medical
tympanic,Tympanic Abdoman To Percussion,0.7028470039367676,non-medical
ataxia,Ataxia Of Gait,0.7025168538093567,non-medical
membrane,Pleural Membrane Structure,0.7007164359092712,non-medical
crosstable,Lateral Crosstable,0.7002966403961182,non-medical
stiffener,Stiffener Device,0.6990538239479065,non-medical
neural,Neural Canals,0.697539746761322,non-medical
allergic,Reactions Allergic; Extrinsic Allergic Bronchiolo Alveolitis,0.6967450976371765,non-medical
diminutive,Minute Diminutive,0.6963992118835449,non-medical
minutes,20 Minutes; 40 Minutes; Fifteen Minutes; Forty Five Minutes; Thirty Minutes; 5 Minutes Office Visit; Sixty Minutes; Few Minutes; 90 Minutes; Time Between Waking And First Smoke After 60 Minutes; 2 Minutes; 100 Minutes; 31 Minutes,0.695325493812561,non-medical
streptococcus,Bacterial Infection Due To Unspecified Streptococcus,0.6952308416366577,non-medical
flexed,Head Flexed Physical Finding,0.694413423538208,non-medical
filters,Inferior Vena Cava Filters; Umbrella Filters,0.6909047961235046,non-medical
gram,Billion Per Gram; Gram Stain Of Sputum,0.6898418664932251,non-medical
hypersensitivity,Hypersensitivity Reaction,0.6891456842422485,non-medical
oral,Oral Psychosexual Phase; Decreased Oral Intake; Oral Residue Following Swallowing; Oral Function,0.688481867313385,non-medical
loss,Progressive Volume Loss; No Loss; Partial Loss; Recent Weight Loss,0.6868665814399719,non-medical
symphysis,Symphysis Pubis Structure,0.6851614713668823,non-medical
diameter,Diameter . Transverse; Anisocoria Unequal Pupil Diameter; Diameter . Sagittal; Outer Greatest Diameter,0.6844930648803711,non-medical
tinged,Blood Tinged; Pink Tinged,0.6833975315093994,non-medical
hrs,24 Hrs,0.6812209486961365,non-medical
odontoid,Fracture Of Odontoid Process,0.6809836626052856,non-medical
already,Already Performed,0.6772390007972717,non-medical
orbit,Compartment Space Of Orbit; Structure Of Inferior Wall Of Orbit; Head Sinuses Orbit; Structure Of Soft Tissues Of Orbit,0.6770352721214294,non-medical
sensitivity,Sensitivity And Specificity,0.6759649515151978,non-medical
attenuated,Transverse Relaxation Time Fluid Attenuated Inversion Recovery Mri,0.6737838387489319,non-medical
anaerobic,Anaerobic Blood Culture,0.6729682087898254,non-medical
hippocampus,Hippocampus Proprius,0.672065794467926,non-medical
fr,4 Fr; 5 Fr; 7 Fr; 6 Fr; 8 Fr,0.6701577305793762,non-medical
calcaneal,Plantar Calcaneal Spur,0.6692579984664917,non-medical
focally,Focally Increased,0.6679450869560242,non-medical
aa,Aa Alcohol Abuse,0.6675679683685303,non-medical
excreted,Percentage Excreted,0.6668499112129211,non-medical
breath,Increased Shortness Of Breath; Sob Shortness Of Breath; Severely Short Of Breath Answer; Mild Shortness Of Breath; Diminished Breath Sounds; Shortness Of Breath Question; Coarse Breath Sounds; Intermittent Shortness Of Breath; No Shortness Of Breath; Breath Holding With Temper; Auscultation Bronchial Breath Sounds; Bronchial Breath Sounds At Left Base; Some Shortness Of Breath,0.6660659909248352,non-medical
numbness,Numbness Of Left Leg,0.6640852093696594,non-medical
marked,Moderate To Marked,0.663647472858429,non-medical
thallous,Thallous Chloride,0.6626325845718384,non-medical
method,Method :,0.6609933376312256,non-medical
effectiveness,Effectiveness Assessment,0.6600337624549866,non-medical
prepontine,Prepontine Cistern,0.6583004593849182,non-medical
skull,Base Of Skull Structure; Calvarial Skull Defect; Unequal Skull Shape; Deformity Of The Skull,0.6575565338134766,non-medical
contain,Contain Action,0.6570988893508911,non-medical
blue,Blue Codes,0.655051052570343,non-medical
ml,100 Ml,0.6543866991996765,non-medical
lobulated,Lobulated Nodule,0.6522521376609802,non-medical
subpleural,Subpleural Honeycombing; Subpleural Interstitial Thickening,0.6504557132720947,non-medical
separation,Separation Of Joint,0.6499690413475037,non-medical
ul,Entire Ul Upper Limb,0.6495519280433655,non-medical
stop,Stop Brand Of Fluoride,0.645264744758606,non-medical
fibrous,Fibrous Tissue Formation,0.6445669531822205,non-medical
radiata,Left Corona Radiata; Right Corona Radiata,0.6445211172103882,non-medical
urgency,Hypertensive Urgency,0.6440035700798035,non-medical
anteroposterior,Anteroposterior Orientation; Ap Anteroposterior Projection,0.6436588168144226,non-medical
warm,Warm Compresses,0.6427494883537292,non-medical
performed,Already Performed,0.6394452452659607,non-medical
close,Very Close,0.6394085884094238,non-medical
stone,Biliary System Stone,0.6392297148704529,non-medical
gdc,Gdc Prior Malignancy Terminology,0.6369423866271973,non-medical
cisterna,Cisterna Basalis,0.6354181170463562,non-medical
chain,Short Chain Dehydrogenase Reductase Family 18C Member 1,0.6343736052513123,non-medical
projection,Anterior Projection; Ap Anteroposterior Projection,0.6331285834312439,non-medical
l,L Lateral,0.6306108832359314,non-medical
adequacy,Adequacy Of Specimen,0.6299234628677368,non-medical
valleculae,Residue On Valleculae Following Swallowing,0.6282132863998413,non-medical
verifying,Verifying Speciman,0.6279172897338867,non-medical
nausea,Observation Of Nausea; Persistent Nausea,0.6278036832809448,non-medical
association,Homologous Association,0.6262500882148743,non-medical
intermediate,Intermediate Segment Of Free Lower Limb; Intermediate Segment Of Free Upper Limb,0.6256318688392639,non-medical
weight,Recent Weight Loss,0.6243300437927246,non-medical
tongue,Observation Of Motor Function Of Tongue; Posterior One Third Of Tongue,0.6238477826118469,non-medical
virus,Iiia Virus,0.6236236095428467,non-medical
limbic,Paraneoplastic Limbic Encephalopathy,0.6235975027084351,non-medical
specimen,Specimen Appearance Assessment; Specimen Type Abscess; Adequacy Of Specimen; Specimen Type Sputum Coughed; Specimen Source Codes Polyps; Specimen Volume : Vol : Pt : Pericard Fld : Qn,0.6213463544845581,non-medical
absent,Abdominal Tenderness Absent,0.6209903359413147,non-medical
splenomegaly,Splenomegaly Massive,0.6208056807518005,non-medical
thecal,Thecal Sac Effacement,0.6207070350646973,non-medical
metaphysis,Metaphysis Of Right Femur,0.6203439235687256,non-medical
intrinsic,Intrinsic Muscles Of The Back,0.619706392288208,non-medical
tc,Technetium Tc 99M 2 Methoxy 2 Methylpropylisonitrile,0.6157529354095459,non-medical
increase,Increase In Size Since Previous Mammogram,0.6070774793624878,non-medical
pains,Flank Pains Left,0.6070184111595154,non-medical
dysplastic,Dysplastic Nodule,0.6061705350875854,non-medical
costal,Costal Somatic Dysfunction,0.6043195128440857,non-medical
consistent,Consistent With,0.6041959524154663,non-medical
blunt,Blunt Trauma,0.6038622856140137,non-medical
cross,Cross Sectional Imaging; Cross Sectional Analyses,0.6015050411224365,non-medical
endo,Mannosidase Endo Alpha,0.6006214618682861,non-medical
hips,Painful Hips,0.5994293689727783,non-medical
recumbent,Body Position Recumbent Lateral Decubitus; Recumbent Body Position,0.596868097782135,non-medical
abuse,Tobacco Abuse; Of Substance Abuse; History Of Alcohol Abuse; Aa Alcohol Abuse,0.593566358089447,non-medical
naris,Right Naris; Structure Of Left Anterior Naris,0.5932236909866333,non-medical
tags,Tags Device,0.5930920243263245,non-medical
colloid,Colloid Cysts,0.592603325843811,non-medical
ensure,Ensure Product,0.5924850702285767,non-medical
secretions,Retained Secretions,0.5900987982749939,non-medical
anaphylaxis,History Of Anaphylaxis,0.5897175669670105,non-medical
feature,Discontinuous Anatomic Feature; Imaging Feature,0.589293360710144,non-medical
tests,Interpretation Of Laboratory Tests,0.5889844298362732,non-medical
heterotopic,Heterotopic Bone,0.5882264971733093,non-medical
cirrhosis,No Cirrhosis; Alcoholic Cirrhosis Of Liver; Cl Cirrhosis Of Liver,0.5842594504356384,non-medical
intake,Decreased Oral Intake,0.5808808207511902,non-medical
talar,Talar Mortise,0.580807626247406,non-medical
fistulous,Inflammatory Fistulous Tract,0.5769022107124329,non-medical
contraction,Contraction Finding,0.5709194540977478,non-medical
resolved,Resolved Completely,0.5700388550758362,non-medical
n,Phosphatidyl N Monomethylethanolamine Methyltransferase Activity; I Little N Super Little B; Indicine N Oxide,0.5686532855033875,non-medical
questions,Examination Questions,0.5674418807029724,non-medical
corona,Left Corona Radiata; Right Corona Radiata,0.5672722458839417,non-medical
lipase,Amylase Lipase,0.5630863308906555,non-medical
musculature,Musculature Of Abdominal Wall,0.5629580616950989,non-medical
hemispheres,Neoplasm Of The Cerebral Hemispheres,0.5627983212471008,non-medical
extubation,Extubation Attempt,0.5619660019874573,non-medical
anticoagulation,Anticoagulation Drug Level Below Therapeutic,0.561878502368927,non-medical
plaque,Intramural Plaque; Pleural Based Plaque,0.5612388253211975,non-medical
extrarenal,Bilateral Extrarenal Pelvis,0.5597427487373352,non-medical
recovering,Recovering From,0.5568318367004395,non-medical
administered,Contrast Agent Administered Identifier; Not Administered; Total Dose Administered,0.5557882785797119,non-medical
precautions,Rnrx Universal Precautions,0.5503492951393127,non-medical
solid,Part Solid Nodule,0.5486240983009338,non-medical
canals,Neural Canals,0.5484616160392761,non-medical
flexion,Flexion Function,0.5468445420265198,non-medical
incorrect,Incorrect Patient,0.5457611680030823,non-medical
started,Procedure Started Context Dependent Category,0.5430214405059814,non-medical
affected,How Much Bothered By Arm Weakness In Affected Arm,0.5418055653572083,non-medical
brachial,Right Brachial Region,0.541367769241333,non-medical
ventriculomegaly,Ventriculomegaly Mild,0.5395320653915405,non-medical
free,Free Fluid; Intermediate Segment Of Free Lower Limb; Proximal Segment Of Free Upper Limb; Free Pelvic Fluid; Free Wall Of Right Atrium; Free Air In Peritoneal Cavity; Pain Free; Proximal Segment Of Free Lower Limb; Fat Free Diets; Free Wall Of Left Atrium; Intermediate Segment Of Free Upper Limb,0.5390332341194153,non-medical
source,Services Source Consult Services Treatment; Unknown Source; Other Source; Specimen Source Codes Polyps,0.5388882160186768,non-medical
inspiration,Respiratory Inspiration; Held Inspiration Physiologic Challenge Procedure,0.5362219214439392,non-medical
viscus,Perforated Viscus,0.5359094142913818,non-medical
mucinous,Mucinous Neoplasm,0.5347127914428711,non-medical
ns,Ns Neck Stiffness,0.5345125198364258,non-medical
unusual,Unusual Gas Collection; Unusual Infection,0.532200038433075,non-medical
homologous,Homologous Association,0.5314313173294067,non-medical
appearance,Specimen Appearance Assessment; Abnormal Appearance; Ground Glass Appearance; Appearance Of Liver; My Appearance Has Basically Not Changed; Appearance : Aper : Pt : Pericard Fld : Nom,0.5285066962242126,non-medical
recovery,Transverse Relaxation Time Fluid Attenuated Inversion Recovery Mri,0.5278284549713135,non-medical
penis,Structure Of The Penis,0.527814507484436,non-medical
adrenals,Normal Adrenals,0.5275576710700989,non-medical
enhancement,Leptomeningeal Enhancement,0.5270010828971863,non-medical
flank,Flank Pains Left,0.5247845649719238,non-medical
bursa,Structure Of Region Of Omental Bursa,0.524539589881897,non-medical
chills,Pyrexia With Chills,0.5243512988090515,non-medical
valvular,Valvular Calcifications,0.5241020321846008,non-medical
fissure,Major Fissure; Right Major Fissure; Left Major Fissure,0.5233123898506165,non-medical
cerebri,Structure Of Falx Cerebri,0.5168426632881165,non-medical
allergies,History Of Allergies,0.5154822468757629,non-medical
range,Date Range; Oxygen Saturation Below Reference Range; Out Of Range,0.5153118371963501,non-medical
capsule,Left External Capsule; Right Internal Capsule; Left Internal Capsule; Structure Of Genu Of Internal Capsule,0.5146717429161072,non-medical
organism,Antimicrobial Resistant Organism Organism,0.5136032700538635,non-medical
aplasia,Aplasia Of The Epiglottis,0.5134602189064026,non-medical
micro,Micro Spiculations,0.5125501751899719,non-medical
decubitus,Body Position Recumbent Lateral Decubitus,0.5114515423774719,non-medical
schizoaffective,Schizoaffective Disorder,0.5086318850517273,non-medical
adnexa,Left Adnexa,0.5079840421676636,non-medical
phrenic,Phrenic Nerve Dysfunction Adverse Event,0.5078490972518921,non-medical
crystalloid,Crystalloid Solutions,0.5066185593605042,non-medical
dental,Dental Assistants; Dental Filling Materials; Dental Cement Dosage Form; Dental Fillings,0.5065819025039673,non-medical
irregular,Irregular Contour; Irregular Lesions; Breast Irregular Nodularity,0.5060808062553406,non-medical
millimeter,Square Millimeter Qualifier Value; Millimeter Of Mercury,0.5052937269210815,non-medical
abutment,Mandibular Right First Molar Abutment Mesial Hemisection,0.5052682161331177,non-medical
mucus,Mucus Plugging,0.5028371810913086,non-medical
