General Attribute,Matched Medical Attributes,Accuracy,Label
supraclavicular,Enlarged Supraclavicular Lymph Node; Right Supraclavicular Lymph Node; Enlarged Right Supraclavicular Lymph Node; Left Supraclavicular Lymph Node; Lesions On Supraclavicular Region Of Chest; Supraclavicular Fossa; Supraclavicular Lymph Node Enlargement,0.9686614871025085,medical
flattening,Diaphragm Flattening,0.9688524007797241,medical
calf,Structure Of Calf Of Leg; Pain In Calf,0.9689846038818359,medical
soft,Calcium Buildup In Soft Tissues Of Body; Mass Of Soft Tissue; Soft Tissue Swelling; Bone And Soft Tissue; Sti Soft Tissue Injury; Structure Of Soft Tissues Of Neck; Structure Of Axillary Soft Tissues; Structure Of Soft Tissues Of Orbit; Soft Tissue Plane,0.9690471291542053,medical
intensive,Environment Intensive Care Unit; Intensive Care Unit Stay,0.9690519571304321,medical
pontine,Pontine Structure; Pontine Infarction,0.9690986275672913,medical
thickening,Thickening Of Pleura; Septal Thickening; Gallbladder Thickening Wall; Intralobular Septal Thickening; Bronchial Wall Thickening; Pericardial Thickening; Bladder Wall Thickening; Interlobular Septal Thickening; Interstitial Thickening; Gastrointestinal Wall Thickening; Cortical Thickening; Apical Pleural Thickening; Pulmonary Interstitial Thickening; Subpleural Interstitial Thickening; Mucosal Thickening; Thickening Of Skin,0.9691394567489624,medical
ventricle,Fourth Ventricle Of The Brain; Left Lateral Ventricle Structure; Third Ventricle Structure; Structure Of Lateral Recess Of Fourth Ventricle; Lateral Aperture Of The Fourth Ventricle; Structure Of Posterior Horn Of Lateral Ventricle; Cavity Of Ventricle; Ejection Fraction : Volume Fraction : Point In Time : Heart . Ventricle . Left : Quantitative; Structure Of Inferior Horn Of Lateral Ventricle; Structure Of Outflow Tract Of Right Ventricle; Structure Of Body Of Lateral Ventricle; Structure Of Anterior Horn Of Lateral Ventricle; Dilation Of Third Ventricle,0.9694911241531372,medical
extrinsic,Extrinsic Allergic Bronchiolo Alveolitis; Set Of Extrinsic Muscles Of Eyeball; Extrinsic Deformity,0.9694972634315491,medical
tortuosity,Aortic Tortuosity,0.969646692276001,medical
swallow,Swallow Evaluation,0.9698312878608704,medical
atrium,Free Wall Of Right Atrium; Heart . Atrium . Right; Thrombus Of Left Atrium; Atrium Cordis Sinistrum; Cardiomegaly Of Left Atrium; Free Wall Of Left Atrium,0.9699370861053467,medical
occlusions,Vascular Occlusions Mesenteric,0.970024824142456,medical
peri,Peri Aortic,0.9701933860778809,medical
colitis,Ischaemic Colitis; History Of Ischaemic Colitis,0.9706313014030457,medical
vast,Veterans Alcoholism Screening Test Vast,0.9709242582321167,medical
extremities,Oedema Of Bilateral Lower Extremities; Pain In The Lower Extremities; Oedema Of Bilateral Upper Extremities,0.9711858034133911,medical
intent,Diagnostic Intent; Staging Procedure Intent,0.9713811278343201,medical
stabilization,Spinal Stabilization,0.9714594483375549,medical
ich,Ich Intracerebral Haemorrhage,0.9715560674667358,medical
configuration,Infiltrative Tumor Border Configuration,0.9718342423439026,medical
penetrating,Penetrating Ulcer,0.9718445539474487,medical
tonic,Tonic Clonic Convulsion,0.9719553589820862,medical
cholecystitis,Acute Cholecystitis; Cholelithiasis Without Cholecystitis; Chronic Cholecystitis; Acute And Chronic Cholecystitis,0.9720656275749207,medical
mesothelioma,History Of Malignant Mesothelioma,0.9721180200576782,medical
caudate,Structure Of Head Of Caudate Nucleus; Left Caudate Nucleus; Structure Of Caudate Lobe Of Liver; Right Caudate Nucleus,0.972210705280304,medical
oedema,Pulmonary Oedema; Interstitial Oedema; Cerebral Oedema; Acute Pulmonary Oedema; Oedema Of Bilateral Lower Extremities; Flash Pulmonary Oedema; Peritumoural Oedema; Extreme Generalised Oedema; Oedema Of Bilateral Upper Extremities; Bone Oedema; Oedema Of Bone Marrow; Mesenteric Oedema; Alveolar Oedema; Oedema Of Spinal Cord; Acute Cardiogenic Pulmonary Oedema; Oedema Of Elbow,0.9722838401794434,medical
spaces,Prominent Perivascular Spaces; Narrowing Of The Joint Spaces,0.972305178642273,medical
lobes,Hepatic Lobes; Parietal And Occipital Lobes; Frontal And Parietal Lobes; Temporal Lobes Anterior; Temporal And Frontal Lobes; Occipital And Temporal Lobes,0.9723868370056152,medical
deficiency,Ganglioside Sialidase Deficiency Disease; Deficiency Vascular; Debrancher Deficiency Glycogen Storage Disease,0.9724028706550598,medical
attempts,Number Of Unsuccessful Attempts : Number : Point In Time : Patient : Quantitative,0.9725741147994995,medical
paratracheal,Paratracheal Mass; Right Upper Paratracheal Lymph Node,0.9726035594940186,medical
pump,Intra Aortic Balloon Pump Consoles,0.972673773765564,medical
azygous,Structure Of Azygous Vein,0.972732663154602,medical
cerebellar,Cerebellar Hemisphere Structure; Cerebellar Mass; Cerebellar Metastases; Cerebellar Lesions; Right Middle Cerebellar Peduncle; Left Middle Cerebellar Peduncle; Hernia Of Cerebellar Tonsil Into Foramen Magnum; Cerebral And Cerebellar Atrophy,0.972786545753479,medical
attending,Note : Find : Pt : Setting : Doc : Physician Attending; Radiology . Attending,0.9728022217750549,medical
infarct,Infarct Of The Spleen; Temporal Lobe Infarct; Traumatic Infarct Morphologic Abnormality,0.9728644490242004,medical
lymphoma,Malignant Lymphoma; Malignant Lymphoma Non Hodgkin S Type; Primary Central Nervous System Lymphoma; Malignant Hodgkin S Lymphoma; Malignant Lymphoma B Cell Type,0.9729574918746948,medical
grayscale,2 Dimensional Grayscale Ultrasound Imaging; Grayscale Color Map,0.9729939103126526,medical
body,Mass Of Body Structure; Body Position Recumbent Lateral Decubitus; Set Of Bones Of Body; Elimination Function Of The Body; Calcium Buildup In Soft Tissues Of Body; Leiomyoma Of Body Of Uterus; Region Of Neck Body Structure; Spur Body Structure; Recumbent Body Position; Thoracic Aorta And Its Branches Body Structure; Peritoneal Fluid Body Substance; Mucous Body Substance; Body Remains; Assessment Of Body Build; Abdominal Aorta And Its Branches Body Structure; Structure Of Body Of Pancreas; Renal Artery And Its Branches Body Structure; Body Position Kneeling; Vertebral Body Abnormalities; Structure Of Body Of Lateral Ventricle; Body Of Uterus Structure; Structure Of Body Of Corpus Callosum; Vertebral Body Haemangioma; Middle Region Of Body; Rostral Body Of The Corpus Callosum; Entire Body Of Fourth Thoracic Vertebra; Entire Lower Abdominal Quadrant Body Structure; Entire Back Body Structure; Structure Of Bone Marrow Of Vertebral Body; Structure Of Body Of Sternum; Entire Body Of Fifth Lumbar Vertebra; Posterior Cerebral Artery And Its Branches Body Structure; Mid Body Of Stomach,0.9731863737106323,medical
increased,Increased Mass To Volume Ratio; Increased Size Finding; White Blood Cell Count Increased Lab Result; Increased Shortness Of Breath; Increased Sputum Production; Increased Secretion; Increased Echogenicity; Increased Blood Glucose; Increased Bleeding; Creatinine Increased; Focally Increased; Diffusely Increased; Calcium Increased Levels; Behaviour Showing Increased Motor Activity; Increased Amylase; Increased Bilirubin Level Finding; Increased Intravascular Volume; Increased Long Bone Fracture Rate; Increased Thickness; Increased Serum Alkaline Phosphatase; Increased Risk,0.9732466340065002,medical
empty,Empty Sella Turcica Syndrome; Stomach Empty Finding,0.9733147621154785,medical
unsuccessful,Number Of Unsuccessful Attempts : Number : Point In Time : Patient : Quantitative,0.9733307361602783,medical
pleuritic,Pleuritic Chest Pain,0.9733913540840149,medical
rod,Intramedullary Rod Device,0.9737619161605835,medical
injury,Immediate Radiation Injury; Sti Soft Tissue Injury; Injury Of Cervical Spine; Traumatic Brain Injury; Shear Injury; Injury Of Neck; Diaphragmatic Injury; No Traumatic Injury; Injury Old; Intracranial Injury; Unspecified Injury Of Kidney; Injury To Blood Vessels Of Unspecified Site; Injury Of Head Region; Acute Kidney Injury Ctcae,0.973926842212677,medical
indicator,Pass Indicator; Neoplastic Disease Extent Indicator; Not Present Expanded Yes No Indicator,0.9740168452262878,medical
gadolinium,Magnetic Resonance Imaging Using Gadolinium Contrast Procedure,0.9741131067276001,medical
abnormal,Abnormal Changes In Position; Abnormal Appearance; Abnormal Pulmonary Interstitial Pattern; Abnormal Pulmonary Interstitial Morphology; Abnormal Alveolar Pattern; Bone Scan Abnormal; Abnormal Positions; Abnormal X Rays; Abnormal Mass To Volume Ratio; No Abnormal Findings; Abnormal Hepatic Function; Abnormal Blushing; Abnormal Chest; Abnormal Blood Vessels; Hereditary Nephritis Deafness Abnormal Thrombogenesis Syndrome,0.9741934537887573,medical
intermedius,Ramus Intermedius Artery Segment,0.9742799401283264,medical
ramus,Ramus Intermedius Artery Segment,0.974417507648468,medical
sputum,Gram Stain Of Sputum; Increased Sputum Production; Portion Of Sputum; White Sputum; Specimen Type Sputum Coughed; Production Sputum,0.974471926689148,medical
hematomas,Subdural Hematomas Acute,0.9745416045188904,medical
measurable,Measurable Residual Disease,0.9746207594871521,medical
inside,Inside The Blood Vessel,0.9746495485305786,medical
vap,Vap Ventilator Associated Pneumonia,0.9746600985527039,medical
eminence,Median Eminence Of Posterior Lobe Of Pituitary Gland,0.9747499823570251,medical
quantitative,Number Of Unsuccessful Attempts : Number : Point In Time : Patient : Quantitative; Ejection Fraction : Volume Fraction : Point In Time : Heart . Ventricle . Left : Quantitative; Breaths : Number Count Time : Point In Time : Respiratory System : Quantitative,0.974854052066803,medical
perinephric,Perinephric Fluid,0.9748896956443787,medical
significant,Most Significant; No Significant Change Since Previous Mammogram Finding; No Significant Findings,0.974955141544342,medical
onset,New Onset; Acute Onset Cough; Rapid Onset; New Onset Of Cough; Chest Pain Occurring Suddenly As New Onset; New Onset Seizures; Hypoxia New Onset; Atrial Fibrillation New Onset,0.9750811457633972,medical
disseminated,Disseminated Carcinomatosis,0.975184977054596,medical
augmentation,Augmentation Of Vocal Cords; Tissue Used For Augmentation,0.9752906560897827,medical
cholestatic,Cholestatic Diseases Liver,0.975328266620636,medical
extent,Neoplastic Disease Extent Indicator; To Some Extent,0.9754530787467957,medical
atrophy,Age Related Atrophy; Diffuse Cortical Atrophy; Parenchymal Atrophy; Cerebral And Cerebellar Atrophy; Atrophy Of Kidney; Moderate Cerebral Atrophy; Cortical Atrophy Mild,0.975572943687439,medical
volume,Increased Mass To Volume Ratio; Lung Volume Function; Partial Volume Averaging; Drop Unit Of Volume; Volume . Total; Circulating Blood Volume; Pleural Fluid Volume; Decreased Mass To Volume Ratio; Volume Rendering; Progressive Volume Loss; Abnormal Mass To Volume Ratio; Ejection Fraction : Volume Fraction : Point In Time : Heart . Ventricle . Left : Quantitative; Urine Volume Measurement Finding; Speciman Volume : Vol : Pt : Plr Fld : Qn; Reduced Lung Volume; Increased Intravascular Volume; Speciman Volume : Vol : Pt : Bld : Qn; Specimen Volume : Vol : Pt : Pericard Fld : Qn; Lung Volume Reduction Procedure,0.9757226705551147,medical
neutropenia,Febrile Neutropenia,0.9757309556007385,medical
ejection,Calculated Left Ventricular Ejection Fraction; Ejection Fraction : Volume Fraction : Point In Time : Heart . Ventricle . Left : Quantitative; Echocardiography : Left Ventricular Ejection Fraction Calculated,0.9759060144424438,medical
areas,Multiple Areas; Areas Of Fibrosis; Somatic Motor Areas,0.9760275483131409,medical
carina,Resection Of Carina Of Trachea,0.9761798977851868,medical
osteopenia,Diffuse Osteopenia; Severe Osteopenia,0.9761832356452942,medical
eye,Structure Of Lens Of Eye; Visual Acuity Of Left Eye With Cycloplegia Physical Finding,0.9762543439865112,medical
ring,Terminal Oesophageal Ring; Ring Finger Structure,0.9762553572654724,medical
hepatobiliary,Hepatobiliary System,0.9762911200523376,medical
spondylosis,Cervical Spondylosis At C5 C6,0.9763019680976868,medical
retroperitoneum,Gastrointestinal Bleeding Retroperitoneum; Metastatic Malignant Neoplasm To The Retroperitoneum,0.9763230085372925,medical
iiia,Iiia Virus; Stage Iiia Non Small Cell Carcinoma Of The Lung,0.9764202833175659,medical
state,Unclear State Of Matter; State Of Restriction; Residual State; State Of Obstruction; Hospitals State,0.9764226675033569,medical
extension,Of Extension; Direct Tumor Extension,0.9766368269920349,medical
retinal,Crao Central Retinal Artery Occlusion,0.9766820073127747,medical
metastases,Cerebellar Metastases; Multiple Metastases,0.9766886234283447,medical
atelectases,Pulmonary Atelectases Compression,0.9766895771026611,medical
lidocaine,Buffered Lidocaine; Lidocaine Viscous,0.9767114520072937,medical
necrosis,Tumor Necrosis Factor Ligand Superfamily Member 13B Gene; Early Necrosis; Lesions With Central Necrosis; Necrosis Of Intestine; Necrosis Tubular Kidney,0.9768661856651306,medical
fibrotic,Fibrotic Lung Disease,0.9769008159637451,medical
conduit,Through Ileal Conduit; Urinary Conduit,0.9769101142883301,medical
product,Dedicated Blood Product Donation; Ensure Product; Flair Product; Polymethyl Methacrylate Containing Product; Blood Product Administration By Intravascular Infusion; Whole Blood Or Product Procurement; Product Related Impurity,0.9770219326019287,medical
regarding,Administrative Information Regarding Test Age Of Patient,0.9770973920822144,medical
identity,Sense Of Identity Observable Entity; Patient Identity,0.9771201014518738,medical
nurse,Radiology . Nurse,0.9771730303764343,medical
row,Tomography Multidetector Row Computed; Row Table,0.9771787524223328,medical
traumatic,Traumatic Brain Injury; No Traumatic Injury; Traumatic Infarct Morphologic Abnormality,0.9772245287895203,medical
lingular,Lingular Pneumonia,0.9772336483001709,medical
disc,Narrowing Of Intervertebral Disc Space; Anisotropic Disc; Degeneration Of Intervertebral Disc; Structure Of Intervertebral Disc; Endplate Of Intervertebral Disc; Intervertebral Disc Structure Of Third Cervical Vertebra; Disc Disorders; Intervertebral Disc Structure Of Third Lumbar Vertebra,0.9772481322288513,medical
malacia,Tracheobronchial Malacia,0.9772566556930542,medical
medullary,Cervico Medullary Junction,0.9772742390632629,medical
inflammation,Inflammation Of Common Bile Duct; Inflammation Calcified Granulomatous; Temporally Uniform Pulmonary Inflammation; Inflammation Or Infection; Caecal Inflammation; Necrotizing Granulomatous Inflammation; Colon Inflammation; Acute Inflammation Of Nasal Sinus; Inflammation Perirectal,0.9773001670837402,medical
hepatic,Posterior Common Hepatic Lymph Node; Structure Of Hepatic Vein; Hepatic Lobes; No . 12P Hepatic Lymph Node; Portal Vein And Hepatic Vein; Abnormal Hepatic Function; Hepatic Fibrosis Unspecified; Hepatic Nodules; Hepatic Vein Thrombosis,0.9773647785186768,medical
sequelae,Surgical Sequelae,0.9773904085159302,medical
stricture,Stricture Of Oesophagus,0.9774149656295776,medical
suprahilar,Suprahilar Lung Mass,0.9774437546730042,medical
ascites,No Ascites; Drainage Of Ascites,0.9774580597877502,medical
air,Air Space Opacification; Subcutaneous Air; Free Air In Peritoneal Cavity; Injection Of Air,0.9774720072746277,medical
aorticopulmonary,Septal Defects Aorticopulmonary,0.9774987697601318,medical
good,Glaucoma Drainage Tube In Good Position; Good Effect,0.9775102734565735,medical
fashion,The Patient Was Prepped And Draped In The Usual Sterile Fashion,0.9775267839431763,medical
treated,Previously Treated,0.9775365591049194,medical
pool,Pool Action; Blood Pool,0.9776163697242737,medical
portion,Portion Of Pleural Fluid; Structure Of Superior Portion Of Duodenum; Portion Of Sputum; Structure Of Inferior Portion Of Duodenum; Thoracic Portion Of Spinal Cord; Structure Of Descending Portion Of Duodenum; Structure Of Ascending Portion Of Duodenum; Entire Anterior Portion Of Diaphragmatic Aspect Of Liver,0.9777258634567261,medical
glottis,Glottis Structure; Squamous Cell Carcinoma Of The Glottis,0.9777398109436035,medical
viewed,Cardiac Shadow Viewed Radiologically; Left Pulmonary Viewed Anatomically Apex; Pulmonary Viewed Anatomically Apex; Right Pulmonary Viewed Anatomically Apex,0.9777669310569763,medical
cyst,Parapelvic Cyst; Arachnoid Cyst; Cyst Of Liver; Subchondral Bone Cyst; Peripelvic Cyst In The Right Kidney; Renal Cyst Benign; Cyst Wall; Maxillary Sinus Retention Cyst,0.9778075814247131,medical
varices,Oesophageal Varices With Haemorrhage; Ov Oesophageal Varices,0.977807879447937,medical
sacral,Pre Sacral; First Sacral Spinal Nerve; Sacral Spinal Nerve Root Structure; Sacral Perineural Cysts; Sacral Region Of Central Canal Of Spinal Cord,0.9779305458068848,medical
cerebral,Ventricular Systems Cerebral; Left Cerebral Hemisphere Structure; Cerebral Oedema; Cortex Of Right Cerebral Hemisphere; Right Cerebral Hemisphere Structure; Head . Lateral Cerebral Ventricles; Periventricular Cerebral White Matter Hypodensities; Branch Of Middle Cerebral Artery; Cerebral Infarction; Angiography Of Cerebral Arteries : Tumor Blush; Cerebral Convexity; Structure Of Anterior Cerebral Artery; Sphenoid Part Of Trunk Of Middle Cerebral Artery; Middle Cerebral Artery Circulation Infarction; Cerebral Cortical Thinning; Cistern Of The Great Cerebral Vein; Senile Cerebral Amyloid Angiopathy; Infarction Posterior Cerebral Artery; Hyperintensity Of Cerebral White Matter On Mri; Cerebral Infarction Posterior Circulation Brain Stem Infarction; Cerebral And Cerebellar Atrophy; Moderate Cerebral Atrophy; Neoplasm Of The Cerebral Hemispheres; Dilatation Of Lateral Cerebral Ventricles; Posterior Cerebral Artery And Its Branches Body Structure; Left Cerebral Peduncle; Right Cerebral Peduncle,0.9779416918754578,medical
distinct,Distinct Procedural Service,0.9780484437942505,medical
parenteral,Parenteral Administration By Intravenous Injection,0.9782082438468933,medical
complaint,Prior Patient Evaluation For Current Chief Complaint,0.9783182740211487,medical
intraventricular,Intraventricular Brain Hemorrhage,0.9784044027328491,medical
gas,Unusual Gas Collection; Blood Gas Oxygen Saturation Measurement,0.9784830808639526,medical
reduced,Reduced Renal Function; Reduced Lung Volume; Reduced Services,0.9785005450248718,medical
gastroduodenal,Subdivision Of Gastroduodenal Artery,0.9785059094429016,medical
organs,Abdominal Organs; Set Of Bone Organs,0.9786924719810486,medical
tolerated,Laser Suite Retina Patient Tolerated Procedure Well Treatment,0.9787101745605469,medical
wound,Incised Wound Morphology; Local Infection Of Wound; Wound Of Chest; Closing Wound; Wound Of Abdomen; Observation Of Wound Healing,0.9787796139717102,medical
rupture,Appendicitis With Rupture,0.9787858724594116,medical
cords,Paralysis Of Vocal Cords; Thoracic Cords; Lumbar Cords; Augmentation Of Vocal Cords,0.9788038730621338,medical
lumbosacral,Lumbosacral Region Of Vertebral Column,0.9788069725036621,medical
opacity,Nodular Opacity; Pulmonary Opacity; Total Opacity,0.9788865447044373,medical
hilum,Right Hilum; Left Hilum; Structure Of Hilum Of Lung,0.9789167642593384,medical
duct,Inflammation Of Common Bile Duct; Cystic Duct Structure; Dilation Of Duct; Bile Duct Dilatation Finding; Ligation Of Thoracic Lymph Duct; Bile Common Dilatation Duct,0.9789290428161621,medical
secretion,Bronchial Secretion; Increased Secretion; Secretion Cellular; Hormone Secretion By Carcinoid Tumour,0.9789445400238037,medical
pathology,Pathology Field; Pulmonary Pathology; Pleural Pathology; Language Pathology; Pathology Speech,0.9789571166038513,medical
usual,The Patient Was Prepped And Draped In The Usual Sterile Fashion,0.9789667129516602,medical
congestion,Pulmonary Congestion; Passive Congestion,0.9790053963661194,medical
inflammatory,Inflammatory Disorder; Chronic Inflammatory Disorder; Inflammatory Lung Disease; Systemic Inflammatory Response Syndrome Unspecified; Inflammatory Fistulous Tract,0.979048490524292,medical
uterus,Leiomyoma Of Body Of Uterus; Uterus Ovaries; Body Of Uterus Structure,0.9791131019592285,medical
multilobar,Multilobar Pneumonia,0.9792219400405884,medical
arteriovenous,Structure Of Anatomic Arteriovenous Anastomosis,0.9793031811714172,medical
assess,Unable To Assess; Assess For Pulmonary Embolus .; Assess For Edema .,0.9793140888214111,medical
morphology,Atypia Morphology; Abnormal Pulmonary Interstitial Morphology; Incised Wound Morphology; Brain Morphology; Abnormality Of Brain Morphology,0.9793837666511536,medical
proper,Set Of Abdominal Proper Lymph Nodes; Right Lumbar Lymph Node Group Proper,0.9794360399246216,medical
dry,Dry Dressing Device,0.9795160293579102,medical
segments,Cervical Segments Of Spinal Cord,0.9796472787857056,medical
reticular,Reticular Nucleus Of The Spinal Cord,0.9796881079673767,medical
lamina,Excision Of Lamina Of Cervical Vertebra,0.979821503162384,medical
diffuse,Dish Diffuse Idiopathic Skeletal Hyperostosis; Diffuse Osseous Demineralization; Diffuse Abdominal Pain Symptom; Diffuse Osteopenia; Diffuse Opacities; Diffuse Cortical Atrophy; Diffuse Calcium Deposition Calcified Structure; Diffuse Pulmonary Fibrosis; Dos Diffuse Oesophageal Spasm; Diffuse Angiomatosis,0.9798279404640198,medical
radial,Radial Pulse Function; Structure Of Radial Artery,0.9799582958221436,medical
antibiotic,Response To Antibiotic,0.9799690246582031,medical
collecting,Renal Collecting System,0.9800384044647217,medical
hiv,Hiv Related; Fever Hiv,0.9800404906272888,medical
wires,Wires Orthopedic,0.9800828695297241,medical
anatomical,Anatomical Structures; Transverse Anatomical Location; Anatomical Lobe; Anatomical Layer; Anatomical Site Of Surgery; Normal Gross Anatomical Structure,0.9800836443901062,medical
bilaterally,Enlarged Axillary Lymph Nodes Bilaterally,0.9800986051559448,medical
interval,12 Lead Electrocardiogram : Interval Change,0.9801105856895447,medical
pituitary,Median Eminence Of Posterior Lobe Of Pituitary Gland; Nervous System Pituitary; Mass Of Pituitary,0.9801892042160034,medical
arteriography,Arteriography Of Pulmonary Arteries,0.9802120923995972,medical
draped,The Patient Was Prepped And Draped In The Usual Sterile Fashion,0.9802826046943665,medical
scrotum,Ultrasound Of The Scrotum,0.9803097248077393,medical
syndrome,Renal Insufficiency Syndrome; Respiratory Distress Syndrome Acute; Right Middle Lobe Syndrome; Acute Renal Failure Syndrome; Superior Pulmonary Sulcus Syndrome; Acute Abdominal Pain Syndrome; Chromosomal Anomalies Polyploidy Syndrome; White Matter Of Brain Syndrome; Empty Sella Turcica Syndrome; Compartmental Syndrome; Cauda Equina Syndrome; Acs Acute Coronary Syndrome; Syndrome Arterial; Systemic Inflammatory Response Syndrome Unspecified; Subclavian Steal Syndrome; Hereditary Nephritis Deafness Abnormal Thrombogenesis Syndrome,0.9803823232650757,medical
group,Nuclear Receptor Subfamily 2 Group B Member 1; Rna Similarity Group I; Right Lumbar Lymph Node Group Proper; Excision Of Group Of Lymph Nodes; Structure Of Anterior Nuclear Group Of Thalamus,0.9804102182388306,medical
paraesophageal,Paraesophageal Hiatal Hernias,0.9806271195411682,medical
fraction,Calculated Left Ventricular Ejection Fraction; Ejection Fraction : Volume Fraction : Point In Time : Heart . Ventricle . Left : Quantitative; Echocardiography : Left Ventricular Ejection Fraction Calculated,0.9806424379348755,medical
ileum,Resection Of Cecum And Terminal Ileum; Small Intestine Ileum,0.9807882905006409,medical
limb,Intermediate Segment Of Free Lower Limb; Proximal Segment Of Free Upper Limb; Telescoping Of Limb At Hip; Proximal Segment Of Free Lower Limb; Pain In Right Lower Limb; Pain In Left Lower Limb; Thrombosis Of Vein Of Upper Limb; Intermediate Segment Of Free Upper Limb; Entire Ul Upper Limb; Pain In Right Upper Limb,0.9808546900749207,medical
cardiomegaly,Cardiomegaly Of Left Atrium,0.9808911085128784,medical
buffered,Buffered Lidocaine,0.9809951782226562,medical
shoulder,Structure Of Shoulder Region; Shoulder Region Pain; Shoulder Joints Artificial,0.9810118079185486,medical
narrowing,Narrowing Of Intervertebral Disc Space; Narrowing Of The Joint Spaces; Subglottic Tracheal Narrowing; Tracheal Narrowing; Narrowing Of Artery; Vascular Narrowing; Narrowing Of An Artery,0.9810503125190735,medical
intrahepatic,Dilated Intrahepatic Bile Ducts; Dilatation Of The Intrahepatic Bile Ducts,0.981069803237915,medical
dominance,Left Cardiac Artery Dominance,0.9810717701911926,medical
residual,No Residual; Measurable Residual Disease; Residual State,0.9811294078826904,medical
differentiated,Well Differentiated; Poorly Differentiated Carcinoma,0.9811317324638367,medical
observable,Sense Of Identity Observable Entity; Electrocardiogram : T Wave Observable Entity,0.9811447262763977,medical
periods,Postoperative Periods,0.9811515212059021,medical
bile,Inflammation Of Common Bile Duct; Bile Duct Dilatation Finding; Gallbladder And Bile Ducts Structure; Dilated Intrahepatic Bile Ducts; Bile Common Dilatation Duct; Dilatation Of The Intrahepatic Bile Ducts,0.9812049865722656,medical
atrial,Bilateral Atrial Enlargement; Af Atrial Fibrillation; Rapid Atrial Fibrillation; Left Atrial Mass; History Of Atrial Fibrillation; Atrial Fibrillation New Onset,0.9812077879905701,medical
obtained,Not Obtained; Speciman Obtained By Fine Needle Aspiration Procedure,0.981232762336731,medical
staging,Melanoma Staging; Staging Procedure Intent,0.9813005328178406,medical
response,Response Declined; Response To Antibiotic; Systemic Inflammatory Response Syndrome Unspecified,0.9813224673271179,medical
interlobular,Interlobular Septal Thickening; Interlobular Artery,0.9813520312309265,medical
vicryl,Vicryl Suture,0.9813750982284546,medical
comfort,Patient Comfort,0.981377363204956,medical
instruments,General Surgical Instruments,0.9813838005065918,medical
tension,Tension Pneumocephalus; Pneumothorax Tension Pneumothorax,0.9814051985740662,medical
lateral,Body Position Recumbent Lateral Decubitus; Lateral To The Left; Lateral Margin; Left Lateral Ventricle Structure; Lateral To The Right; Head . Lateral Cerebral Ventricles; X Ray Of Chest Pa And Lateral Views Procedure; Lateral Surface Of Thorax; Left Lateral Sulcus; Maxillary Left Lateral Incisor Mesial Prosthesis; Structure Of Lateral Recess Of Fourth Ventricle; Lateral Aperture Of The Fourth Ventricle; Structure Of Posterior Horn Of Lateral Ventricle; Lateral Crosstable; Structure Of Inferior Horn Of Lateral Ventricle; Right Lateral Sulcus; Dilatation Of The Lateral And Third Ventricles; Structure Of Body Of Lateral Ventricle; Structure Of Anterior Horn Of Lateral Ventricle; Structure Of Half Of Thoracic Cavity Lateral To Midsagittal Plane; Prominent Lateral Ventricles; Lateral Oblique; Dilatation Of Lateral Cerebral Ventricles; R Lateral; L Lateral; Right Lateral Lumbar Region Of Abdomen,0.9814103245735168,medical
screening,Veterans Alcoholism Screening Test Vast,0.981542706489563,medical
pud,Pud Peptic Ulcer Disease,0.9816573262214661,medical
borderline,Borderline Hypertension; Borderline Normal,0.98171067237854,medical
bed,Bed Status; Vascular Bed,0.9817299246788025,medical
anterolateral,Anterolateral Part Of Chest Wall,0.9818232655525208,medical
ligation,Ligation Of Thoracic Lymph Duct,0.9818800091743469,medical
seroma,Postoperative Seroma,0.9819027185440063,medical
reporting,Patient Reporting; Reporting Ultrasounds; Hospital . Reporting,0.9819052815437317,medical
tibial,Structure Of Posterior Tibial Artery; Tibial Plateau Structure,0.9819126129150391,medical
gi,Upper Gi Gastrointestinal Haemorrhage; Liver Gi,0.9819201231002808,medical
observation,General Bone Observation; Observation Of Swelling; Liver Observation; Observation Of Nausea; Observation Of Motor Function Of Tongue; Observation Of Thoracic Spine; Perforation Observation; Observation Of Wound Healing; Observation Of Heart,0.9820300340652466,medical
multidetector,Tomography Multidetector Row Computed,0.9820312261581421,medical
cecum,Resection Of Cecum And Terminal Ileum; Cecum And Ascending Colon,0.9822583198547363,medical
per,Dose Per Administration; Billion Per Gram; Five Per Second; Centimeter Per Second; Thousand Per Liter; Zeptogram Per Femtogram; Per Protocol; Kilogram Per Minute; Brbpr Bright Red Blood Per Rectum,0.9823687672615051,medical
vertebrae,Fusion Of Cervical Vertebrae; Transitional Vertebrae,0.9823833703994751,medical
cardiopulmonary,Cardiopulmonary Status,0.9823976755142212,medical
septicemia,Methicillin Resistant Staphylococcus Aureus Septicemia,0.9825228452682495,medical
surface,Structure Of Articular Surface Of Bone; Surface Region Of Upper Chest; Surface Region Of Lower Chest; Lateral Surface Of Thorax; Upper Thigh Surface Region; Surface Of Brain; Structure Of Medial Surface Of Thigh; Surface Of Left Sixth Rib; Of Skin Surface; Lower Thoracic Region Surface Region Of Back,0.9826342463493347,medical
z,Kawasaki Disease Associated Coronary Artery Aneurysm Z Score Suggests Small Aneurysm; Kawasaki Disease Associated Coronary Artery Aneurysm Z Score Suggests No Involvement,0.9826611280441284,medical
artifact,Artifact Medical Device Problem; Patient Motion Artifact; Metal Artifact; Beam Hardening Artifact,0.9826796054840088,medical
