Attribute,Pretty Name,ACC
Days from randomization to date when participant was last known to be free from lung cancer,Carcinoma Of The Lung,0.9125662984445272
Days from randomization to date when participant was last known to be free from lung cancer,Date Property,0.9722684706329988
Days from randomization to date when participant was last known to be free from lung cancer,Unclassified Tumour Malignant,0.9635664532167184
Days from randomization to date when participant was last known to be free from lung cancer,Cancers Diagnosis,1.0
Days from randomization to date when participant was last known to be free from lung cancer,Date Property,0.6536690592472973
Days from randomization to date when participant was last known to be free from lung cancer,Do Not Use,1.0
Days from randomization to date when participant was last known to be free from lung cancer,Calculation Technique,1.0
Days from randomization to date when participant was last known to be free from lung cancer,Active Follow Up,0.6621977601792517
Days from randomization to date when participant was last known to be free from lung cancer,Carcinoma Of The Lung,0.629863685822333
Days from randomization to date when participant was last known to be free from lung cancer,Etc .,1.0
Days from randomization to date when participant was last known to be free from lung cancer,Usages,0.6853949164902342
Is the diagnosis of lung cancer associated with a positive screen?,Diagnosing,0.9295725806818648
Is the diagnosis of lung cancer associated with a positive screen?,Carcinoma Of The Lung,0.99
Is the diagnosis of lung cancer associated with a positive screen?,Associated With,1.0
Is the diagnosis of lung cancer associated with a positive screen?,Positive Lymph Node,0.7394150241095523
Is the diagnosis of lung cancer associated with a positive screen?,Screens Device,0.3788338650928291
Is the diagnosis of lung cancer associated with a positive screen?,Diagnosing,0.9201492631778434
Is the diagnosis of lung cancer associated with a positive screen?,Carcinoma Of The Lung,0.9077467336008682
Is the diagnosis of lung cancer associated with a positive screen?,Associated With,1.0
Is the diagnosis of lung cancer associated with a positive screen?,Positive Lymph Node,0.7747310719684195
Is the diagnosis of lung cancer associated with a positive screen?,Screens Device,0.5768923076587641
Is the diagnosis of lung cancer associated with a positive screen?,Positive Lymph Node,0.7412559264432708
Is the diagnosis of lung cancer associated with a positive screen?,Screens Device,0.6917841561226153
Is the diagnosis of lung cancer associated with a positive screen?,Cancers Diagnosis,1.0
Is the diagnosis of lung cancer associated with a positive screen?,Associated With,1.0
Is the diagnosis of lung cancer associated with a positive screen?,Diagnostic Test Procedure,0.4949653504563684
Study year associated with first confirmed lung cancer,Associated With,0.4213492664548093
Study year associated with first confirmed lung cancer,Confirmation,0.5076982137235917
Study year associated with first confirmed lung cancer,Carcinoma Of The Lung,0.99
Study year associated with first confirmed lung cancer,Associated With,0.4055740274197331
Study year associated with first confirmed lung cancer,Confirmation,0.4988830678744302
Study year associated with first confirmed lung cancer,Carcinoma Of The Lung,0.99
Study year associated with first confirmed lung cancer,Unclassified Tumour Malignant,0.99
Study year associated with first confirmed lung cancer,Associated With,0.3326982039460758
Study year associated with first confirmed lung cancer,Positive Lymph Node,0.6547563249906896
Study year associated with first confirmed lung cancer,Screens Device,0.5905881470557234
Study year associated with first confirmed lung cancer,Scientific Studies,0.4203328941020234
Study year associated with first confirmed lung cancer,Screens Device,0.7196169937859277
Study year associated with first confirmed lung cancer,No Apparent Adverse Event,0.99
Days from randomization to first diagnosis of lung cancer,Diagnosing,0.8540910322074842
Days from randomization to first diagnosis of lung cancer,Carcinoma Of The Lung,0.9784314572187792
Days from randomization to first diagnosis of lung cancer,Diagnosing,0.6293761839537317
Days from randomization to first diagnosis of lung cancer,Date Property,0.8108801458582876
Lung cancer grade,Cancer Grade,1.0
Lung cancer grade,No Apparent Adverse Event,0.4873423245308568
Lung cancer grade,Grade Cannot Be Assessed Gx,1.0
Lung cancer grade,G1 : Well Differentiated Histologic Grade Qualifier Value,1.0
Lung cancer grade,G3 : Poorly Differentiated Histologic Grade Qualifier Value,1.0
Lung cancer grade,G4 : Undifferentiated Histologic Grade Qualifier Value,1.0
Lung cancer grade,Histopathology Report,1.0
Lung cancer Stage,Diagnostic Neoplasm Staging,1.0
Lung cancer Stage,Diagnostic Neoplasm Staging,1.0
Lung cancer Stage,Pathologic Staging,1.0
Lung cancer Stage,No Apparent Adverse Event,0.7966493201648468
Lung cancer Stage,Iiia Virus,1.0
Lung cancer Stage,Stage Iiib Testicular Cancer Ajcc V6 And V7,1.0
AJCC 7th edition stage,Carcinoma Of The Lung,0.8874694894304959
AJCC 7th edition stage,No Apparent Adverse Event,0.7291733137063952
AJCC 7th edition stage,Iiia Virus,1.0
AJCC 7th edition stage,Stage Iiib Testicular Cancer Ajcc V6 And V7,1.0
Lung cancer type from ICD-O-3 morphology,Carcinoma Of The Lung,0.9586448324915814
Lung cancer type from ICD-O-3 morphology,Morphological,0.4474322329012949
Lung cancer type from ICD-O-3 morphology,Carcinoma Of The Lung,0.8149585335469156
Lung cancer type from ICD-O-3 morphology,Morphological,0.3811957208660801
Lung cancer type from ICD-O-3 morphology,Coding Icd,1.0
Lung cancer type from ICD-O-3 morphology,Representation Action,1.0
Lung cancer type from ICD-O-3 morphology,Informations,0.7446487561617072
Lung cancer type from ICD-O-3 morphology,Type Attribute,0.4115766959778787
Lung cancer type from ICD-O-3 morphology,Unclassified Tumour Malignant,0.7598480596678823
Lung cancer type from ICD-O-3 morphology,No Apparent Adverse Event,0.99
Pathology lesion size of tumor in millimeters,Pathology Field,0.7103828387580251
Pathology lesion size of tumor in millimeters,Size Of Lesion,1.0
Pathology lesion size of tumor in millimeters,Tumour Tissue Sample,0.99
Pathology lesion size of tumor in millimeters,No Apparent Adverse Event,0.99
Cancer in Carina,Unclassified Tumour Malignant,0.99
Cancer in Carina,Tumour Tissue Sample,0.7443400867924973
Cancer in Carina,Tumour Tissue Sample,0.8378469928848093
Cancer in Carina,More Than One,1.0
Cancer in Carina,No Apparent Adverse Event,0.8932374200244971
Cancer in Left Hilum,Malignant Neoplastic Disease,0.99
Cancer in Left Hilum,Left Hilum,1.0
Cancer in Left Hilum,Tumour Tissue Sample,0.99
Cancer in Left Hilum,Left Hilum,1.0
Cancer in Left Hilum,Tumour Tissue Sample,0.99
Cancer in Left Hilum,More Than One,1.0
Cancer in Left Hilum,No Apparent Adverse Event,0.8818603724916569
Cancer in Lingula,Malignant Neoplastic Disease,0.99
Cancer in Lingula,Structure Of Lingula Of Left Lung,0.5190458390532752
Cancer in Lingula,Tumour Tissue Sample,0.8731531424381074
Cancer in Lingula,Structure Of Lingula Of Left Lung,0.6913122663924198
Cancer in Lingula,Tumour Tissue Sample,0.9431285921215516
Cancer in Lingula,More Than One,1.0
Cancer in Lingula,No Apparent Adverse Event,0.8961755338879991
Cancer in Left lower lobe,Unclassified Tumour Malignant,0.99
Cancer in Left lower lobe,Structure Of Lower Lobe Of Left Lung,0.6884199765106579
Cancer in Left lower lobe,Tumour Tissue Sample,0.9303807077471168
Cancer in Left lower lobe,Structure Of Lower Lobe Of Left Lung,0.726664163666589
Cancer in Left lower lobe,Tumour Tissue Sample,0.99
Cancer in Left lower lobe,More Than One,1.0
Cancer in Left lower lobe,No Apparent Adverse Event,0.872103920543673
Cancer in Left main stem bronchus,Unclassified Tumour Malignant,0.99
Cancer in Left main stem bronchus,Left Main Coronary Artery Segment,1.0
Cancer in Left main stem bronchus,Bronchial Structure,0.931634985643461
Cancer in Left main stem bronchus,Tumour Tissue Sample,0.9261230500556904
Cancer in Left main stem bronchus,Left Main Coronary Artery Segment,1.0
Cancer in Left main stem bronchus,Bronchial Structure,0.9334168029737696
Cancer in Left main stem bronchus,Tumour Tissue Sample,0.980188830058498
Cancer in Left main stem bronchus,More Than One,1.0
Cancer in Left main stem bronchus,No Apparent Adverse Event,0.8744404719929342
Cancer in Left upper lobe,Malignant Neoplastic Disease,0.99
Cancer in Left upper lobe,Structure Of Upper Lobe Of Left Lung,0.7614951268447044
Cancer in Left upper lobe,Tumour Tissue Sample,0.99
Cancer in Left upper lobe,Structure Of Upper Lobe Of Left Lung,0.7970418784153506
Cancer in Left upper lobe,Tumour Tissue Sample,0.99
Cancer in Left upper lobe,More Than One,1.0
Cancer in Left upper lobe,No Apparent Adverse Event,0.8663494796896466
Cancer in Mediastinum,Malignant Neoplastic Disease,0.99
Cancer in Mediastinum,Tumour Tissue Sample,0.8925556650460482
Cancer in Mediastinum,Tumour Tissue Sample,0.960701431701553
Cancer in Mediastinum,More Than One,1.0
Cancer in Mediastinum,No Apparent Adverse Event,0.8904641090937495
Cancer in Other Location,Malignant Neoplastic Disease,0.99
Cancer in Other Location,Other Location,1.0
Cancer in Other Location,Tumour Tissue Sample,0.7258592863376612
Cancer in Other Location,Tumour Tissue Sample,0.7799332642345334
Cancer in Other Location,More Than One,1.0
Cancer in Other Location,No Apparent Adverse Event,0.8942960888674345
Cancer in Right Hilum,Malignant Neoplastic Disease,0.99
Cancer in Right Hilum,Right Hilum,1.0
Cancer in Right Hilum,Tumour Tissue Sample,0.99
Cancer in Right Hilum,Right Hilum,1.0
Cancer in Right Hilum,Tumour Tissue Sample,0.99
Cancer in Right Hilum,More Than One,1.0
Cancer in Right Hilum,No Apparent Adverse Event,0.8829554599570775
Cancer in Right lower lobe,Unclassified Tumour Malignant,0.99
Cancer in Right lower lobe,Structure Of Lower Lobe Of Right Lung,0.6900614328765727
Cancer in Right lower lobe,Tumour Tissue Sample,0.9242149432981912
Cancer in Right lower lobe,Structure Of Lower Lobe Of Right Lung,0.7518125683066889
Cancer in Right lower lobe,Tumour Tissue Sample,0.99
Cancer in Right lower lobe,More Than One,1.0
Cancer in Right lower lobe,No Apparent Adverse Event,0.8729709611241754
Cancer in Right middle lobe,Malignant Neoplastic Disease,0.99
Cancer in Right middle lobe,Structure Of Right Middle Lobe Of Lung,0.7683347511268891
Cancer in Right middle lobe,Tumour Tissue Sample,0.9890892914983956
Cancer in Right middle lobe,Structure Of Right Middle Lobe Of Lung,0.8125795996509317
Cancer in Right middle lobe,Tumour Tissue Sample,0.99
Cancer in Right middle lobe,More Than One,1.0
Cancer in Right middle lobe,No Apparent Adverse Event,0.8725496346601693
Cancer in Right main stem bronchus,Unclassified Tumour Malignant,0.99
Cancer in Right main stem bronchus,Predominant,0.8910520604687071
Cancer in Right main stem bronchus,Bony Appendage,0.3601843884925073
Cancer in Right main stem bronchus,Bronchial Structure,0.9332901867007694
Cancer in Right main stem bronchus,Tumour Tissue Sample,0.9298654984986938
Cancer in Right main stem bronchus,Predominant,0.9426846499018384
Cancer in Right main stem bronchus,Bony Appendage,0.3717308898955838
Cancer in Right main stem bronchus,Bronchial Structure,0.9343102613473891
Cancer in Right main stem bronchus,Tumour Tissue Sample,0.9835139981399192
Cancer in Right main stem bronchus,More Than One,1.0
Cancer in Right main stem bronchus,No Apparent Adverse Event,0.8753141964581644
Cancer in Right upper lobe,Malignant Neoplastic Disease,0.99
Cancer in Right upper lobe,Structure Of Right Upper Lobe Of Lung,0.6534708026971199
Cancer in Right upper lobe,Tumour Tissue Sample,0.99
Cancer in Right upper lobe,Structure Of Right Upper Lobe Of Lung,0.6930644432697837
Cancer in Right upper lobe,Tumour Tissue Sample,0.99
Cancer in Right upper lobe,More Than One,1.0
Cancer in Right upper lobe,No Apparent Adverse Event,0.867243866240387
Cancer in Unknown location,Unclassified Tumour Malignant,0.99
Cancer in Unknown location,Oncological Abnormality,0.647530690758881
Cancer in Unknown location,Tumour Tissue Sample,0.7484667646602696
Cancer in Unknown location,More Than One,1.0
Cancer in Unknown location,No Apparent Adverse Event,0.8964768120625728
Overall diagnostic quality of CT examination,Diagnostic Quality,1.0
Overall diagnostic quality of CT examination,Diagnosing,0.3086944601674355
Reason for limited / non-diagnostic CT: Severe beam hardening artifact,Indication Of Contextual Qualifier,1.0
Reason for limited / non-diagnostic CT: Severe beam hardening artifact,Limited Extensiveness,0.3577222716740704
Reason for limited / non-diagnostic CT: Severe beam hardening artifact,Diagnosing,0.5213874374644225
Reason for limited / non-diagnostic CT: Severe beam hardening artifact,Intensity And Distress 5,0.3905844804194025
Reason for limited / non-diagnostic CT: Severe beam hardening artifact,Beam Hardening Artifact,1.0
Reason for limited / non-diagnostic CT: Severe beam hardening artifact,No Apparent Adverse Event,0.6279806500115698
Reason for limited / non-diagnostic CT: Submaximal inspiratory breath-hold,Indication Of Contextual Qualifier,1.0
Reason for limited / non-diagnostic CT: Submaximal inspiratory breath-hold,Interrupted Respiration,1.0
Reason for limited / non-diagnostic CT: Submaximal inspiratory breath-hold,No Apparent Adverse Event,0.7641750075313014
Reason for limited / non-diagnostic CT: Excessive quantum mottle or graininess,Indication Of Contextual Qualifier,1.0
Reason for limited / non-diagnostic CT: Excessive quantum mottle or graininess,Quantum,1.0
Reason for limited / non-diagnostic CT: Excessive quantum mottle or graininess,No Apparent Adverse Event,0.8554168827118565
Reason for limited / non-diagnostic CT: Lungs not completely imaged,Indication Of Contextual Qualifier,1.0
Reason for limited / non-diagnostic CT: Lungs not completely imaged,Limited Extensiveness,0.3490245733565632
Reason for limited / non-diagnostic CT: Lungs not completely imaged,No Apparent Adverse Event,0.6661370885571591
Reason for limited / non-diagnostic CT: Motion artifact,Indication Of Contextual Qualifier,1.0
Reason for limited / non-diagnostic CT: Motion artifact,Limited Extensiveness,0.533212005137703
Reason for limited / non-diagnostic CT: Motion artifact,No Apparent Adverse Event,0.5492915978636524
Reason for limited / non-diagnostic CT: Other (specify),Indication Of Contextual Qualifier,1.0
Reason for limited / non-diagnostic CT: Other (specify),Diagnosing,0.3421408310952045
Reason for limited / non-diagnostic CT: Other (specify),Other : Specify,1.0
Reason for limited / non-diagnostic CT: Other (specify),No Apparent Adverse Event,0.8700210184042821
Reason for limited / non-diagnostic CT: Respiratory misregistration,Indication Of Contextual Qualifier,1.0
Reason for limited / non-diagnostic CT: Respiratory misregistration,Diagnosing,0.305490315118463
Reason for limited / non-diagnostic CT: Respiratory misregistration,Respiratory System Observation,0.4810105406483075
Reason for limited / non-diagnostic CT: Respiratory misregistration,No Apparent Adverse Event,0.7631158229839243
Reason for limited / non-diagnostic CT: Incorrect technical parameter(s),Indication Of Contextual Qualifier,1.0
Reason for limited / non-diagnostic CT: Incorrect technical parameter(s),Diagnostic Intent,0.3051001818339608
Reason for limited / non-diagnostic CT: Incorrect technical parameter(s),Techniques Values,1.0
Reason for limited / non-diagnostic CT: Incorrect technical parameter(s),No Apparent Adverse Event,0.8557628107440809
Study Year of Screen,Scientific Studies,0.4100286058928173
Study Year of Screen,Screens Device,0.3193177275122584
Technical parameters: Effective mAs,Techniques Values,1.0
Technical parameters: Effective mAs,Techniques Values,1.0
Technical parameters: Effective mAs,Collection Action,0.7674743305713991
Technical parameters: Effective mAs,Obtained,1.0
Technical parameters: Effective mAs,Collection Action,0.99
Technical parameters: Display FOV in cm,Techniques Values,1.0
Technical parameters: Display FOV in cm,Display Arrangement,0.6074565935652502
Technical parameters: Display FOV in cm,Techniques Values,1.0
Technical parameters: Display FOV in cm,Display Arrangement,0.7712835734225225
Technical parameters: Display FOV in cm,Collection Action,0.9108007526485415
Technical parameters: Display FOV in cm,Obtained,1.0
Technical parameters: Display FOV in cm,Collection Action,0.99
Technical parameters: kVp,Techniques Values,1.0
Technical parameters: kVp,Techniques Values,1.0
Technical parameters: kVp,Collection Action,0.7727487936507597
Technical parameters: kVp,Obtained,1.0
Technical parameters: kVp,Collection Action,0.99
Technical parameters: mA,Techniques Values,1.0
Technical parameters: mA,Techniques Values,1.0
Technical parameters: mA,Collection Action,0.7338159238427178
Technical parameters: mA,Obtained,1.0
Technical parameters: mA,Collection Action,0.99
