Term,TF-IDF Score
hounsfield,2.0648543624397373
heavily,2.0608499666617894
thx,2.0592980707148993
lv,2.057762858308967
remove,2.0572625493528536
ptxeffusion,2.0548378303644346
paraseptal,2.053794662969744
gram,2.0520664476947306
giving,2.0516499641278276
proximity,2.0511835001920513
embo,2.0503120904442635
peribronchovascular,2.0485273244035103
fistual,2.046600537752664
paraaortic,2.0465547196513314
mcg,2.046388564122714
beeper,2.0448707057624746
underwent,2.0443568388756104
systolic,2.042876096906584
limb,2.0418103604865068
interface,2.04085918238823
measurements,2.039471673996394
liters,2.037013760419005
impossible,2.0363958726362648
scheduled,2.0349174850407326
readily,2.033631879074925
sequela,2.0329937420291273
rfa,2.032322580677912
inf,2.031630173956808
callosum,2.031414317462142
existing,2.0295802136187935
aortogram,2.0290741033678685
merely,2.028246802568084
trial,2.0280419354029826
useful,2.027844059117135
labeled,2.026295586983716
slices,2.025836155330836
divided,2.025548556569725
hypoxiapleural,2.0248759652621127
fluor,2.0242770342515115
aglc,2.0242113898087744
treeinmale,2.0240656998615894
smooth,2.019659802298394
firstname,2.0195896181192103
instrumentation,2.0186682786257912
hypercalcemia,2.018273930023961
samples,2.017380348358327
denser,2.0168318344528835
esophagectomy,2.0165934158045156
noncalcified,2.0146303067202944
interpolar,2.012997675489121
mp,2.0123774311188978
pericarditis,2.0111813881542977
thyroidectomy,2.0108011872075156
evidenced,2.0106811875659893
reformation,2.0088676454634604
obstructionlung,2.0085840238783153
hypokalemia,2.008189730808836
azygos,2.00782067461974
control,2.0054637363362353
lumbosacral,2.0054051276733653
terminated,2.005290013267691
failureleft,2.0030313644853086
oriented,2.0022268204376443
sl,2.0000219403786588
global,1.9990086657574715
interspace,1.9986330388112772
tx,1.998572934903897
production,1.9978986260769034
pacing,1.9968405606414228
advancing,1.9910351811949552
nasal,1.990395884817521
traumatic,1.9902691988857855
consequence,1.9899398972937647
inseparable,1.9899048134725528
pharynx,1.988445352697229
mapdvt,1.9876701347581054
raise,1.9875684087157701
management,1.9829421675083547
hydrothorax,1.9775402437974343
set,1.9774266057292718
mesentery,1.9753098876707575
shadows,1.9751701342580212
finally,1.974103786995013
ymf,1.9733470091358547
vw,1.972509440508269
regressed,1.970782842340723
upperlobectomy,1.969619037847268
involve,1.9663131537248602
natg,1.966208084183659
infarctioncardiac,1.9648581870423192
carth,1.9648581870423192
debility,1.9644132214382766
ranging,1.96374888569846
safe,1.9631415194573576
ureteral,1.9625022844283704
watershed,1.9621559934882624
bandemia,1.9610291708928735
sel,1.9600603182446905
marking,1.9594956701850916
answered,1.9583987420019373
reaeration,1.958031144985187
subjacent,1.956672604099077
cancerhypoxia,1.9566624744598893
chemical,1.9560654962668802
unfolding,1.9527575535353363
whereas,1.9521235880213266
outer,1.9502681946296772
hypointense,1.9473325630333251
center,1.9473262924930421
kkgc,1.9402128642597603
expiration,1.9397688307578531
vol,1.9396231859545534
exertion,1.9369341360630383
undergoing,1.9354264689952352
plasma,1.934567700068389
sternum,1.934298405447835
interlobar,1.9336920588434883
polytrauma,1.9312892320916424
departmental,1.9301828139056239
beginning,1.9293560186087073
bubbles,1.9290154323490247
jxkc,1.9287463787765657
temps,1.9245106270210244
resting,1.9244054628707492
presurgical,1.9242340769270303
trachael,1.9239106137287907
oval,1.9237730688290569
dislodged,1.9229127761686962
abcess,1.9199167976713545
infiltrateedema,1.919259161893932
hepatopetal,1.9174632488825132
ygd,1.9137120974597328
postpull,1.9124008662575223
laser,1.9118590383786145
temperature,1.9103196464532375
correlates,1.909300151545093
svcra,1.9082382543180274
gangrene,1.906331110988883
caval,1.90600521317163
transplant,1.9053306400307284
rectal,1.9024621175669993
biopsies,1.8976320062666199
conray,1.8972849648305128
spike,1.8958361611310974
posted,1.8957389037837333
documented,1.89515024698101
diff,1.8948612259343731
situation,1.8935425204731602
nonobstructive,1.893397125658446
traversing,1.8913455834039574
anatomic,1.890112802819685
dilator,1.889075576363422
rlung,1.8890573037052796
preservation,1.8883132278055819
possibilities,1.8877220925525957
desatting,1.8847888809319608
delay,1.8837436133700047
nasointestinal,1.883669188216254
regard,1.8824139979614007
aids,1.8822717262795503
maximum,1.882013916678242
stations,1.880722226667227
revealing,1.8803315525333781
electrode,1.8797588894241657
hypertrophy,1.878190792309802
detecting,1.8776257144447988
taking,1.8738249811699388
sicu,1.8736717529842022
fbr,1.8700207136916294
sensitivity,1.8695803747456128
bp,1.8678992556735112
legionella,1.8675287762966422
dementia,1.8666763769719394
retroperitoneum,1.8657718057390957
nursing,1.864780525746252
pleuravac,1.8642931582491817
statlock,1.8630743689486287
highgrade,1.8628005332168107
know,1.8619295057000924
stented,1.861832064003744
pneumothoraxeffusion,1.8614106551112188
readjustment,1.8606355725995756
hemorrhages,1.8593185419724705
discontinued,1.8582093246395281
periatrial,1.856521608725939
dome,1.8548503150906974
optimized,1.85455499902586
specific,1.8541274368347378
referred,1.8540296813662398
contained,1.8535596082170143
adnexa,1.8522650083579035
infarctions,1.8519496972771243
pass,1.8518372985939013
hap,1.8512282832449973
jrld,1.8502908116800134
magnetic,1.8493275417796662
implants,1.8492822607821258
indentation,1.848855787832622
tonight,1.8482665683339192
wellcircumscribed,1.8475420191745953
transit,1.847234252966914
hiatus,1.8437531050617093
certainly,1.842693005892362
leading,1.8421610393240129
outflow,1.8414466116190786
awaiting,1.8389807043917346
become,1.8389344672887242
suboptimally,1.8379999845090518
retrocrural,1.8373742941777076
esrd,1.8362769057028077
bifem,1.8356739258042987
ok,1.834294037239663
continuing,1.8336319539656585
alternatives,1.8328634577976959
metabolic,1.8327764860004214
nonenhancing,1.8307753682122543
reop,1.8293373510121729
exploratory,1.8291267225531522
lovenox,1.8263704870167161
surrounds,1.8260198323120973
saturations,1.8255191601341028
toxoplasmosis,1.8250892778412307
evaulate,1.8249594643982574
satisfactorily,1.822755568024635
heterogenous,1.8222975376626747
dwi,1.8198991861274156
mva,1.81940614089203
flexed,1.818927435951919
pneumoniatroponin,1.8177150309068302
headaches,1.8175608784746724
tracks,1.8168806464862133
discontinuation,1.816594656171207
plethora,1.816168315399025
manner,1.8136089563343194
sbna,1.812469090240924
persistant,1.8089837999634537
erosion,1.8080869449024208
entry,1.8062444273747136
thrombocytopenia,1.8045087164431932
choroid,1.8031341781147914
velocities,1.8021197651002767
returned,1.8018012380424115
doe,1.8015828913591303
effaced,1.7989022409113409
innominate,1.7982598178730824
foramina,1.798088738973456
discomfort,1.798027446303337
anastomosis,1.7954890348788861
big,1.795360845809313
suv,1.7933898392002545
go,1.7926992483707476
care,1.7920119404460577
lavage,1.7903136070719794
erythema,1.7873902849505994
nkg,1.7862445799009168
velocity,1.7858713806923738
resectionreconstruction,1.7843050563777108
tachycardic,1.7836634049693019
struck,1.7832887275152352
identity,1.7804610322979821
wedgeshaped,1.7779354469772808
axially,1.7752188725913636
fills,1.7752163457761068
malalignment,1.7750705227983195
subglottic,1.7747506738167758
originating,1.7742797172968663
shortly,1.7737345037686143
gadoliniumenhanced,1.7730357210083576
jejunostomy,1.7730228217579607
layers,1.7721988256849412
nondilated,1.7711255436930273
reflux,1.770632236106722
recurred,1.7674259252879276
intrafissural,1.7665987961553855
plates,1.7649501264974718
corpectomy,1.7631982985926395
designed,1.7628107449634565
holds,1.7621643915024618
spared,1.7620392162740097
looks,1.760883683314481
endogastric,1.7587477331462533
egparotids,1.7578315482501883
light,1.7564537927604618
state,1.7542620194578304
requires,1.7542329844797238
respective,1.7539187235401081
connected,1.7509071981476223
extrathoracic,1.749771481759392
chgc,1.749563917289618
deposits,1.7472111191765682
djd,1.746524225049563
receiving,1.7456831113109506
nephrostomy,1.7452796074233976
went,1.7442064891117586
punctured,1.7411842505852866
sample,1.7403103686725654
help,1.7402417383288245
volumetric,1.7397139911860857
revision,1.7375038437756056
attenuated,1.7371130103695183
general,1.7365524211220102
tear,1.7364731431586724
pending,1.736339780336408
purpura,1.732154486532709
occluding,1.731283189891919
drlast,1.7303321954685458
radiotracer,1.7299993531671856
aortopulmonary,1.728308932397707
obliterates,1.726832780683969
posttreatment,1.7266305248027998
nondependent,1.7260257916529083
failureleaking,1.724478226701858
kinked,1.7218085143615405
reticulonodular,1.721653226476743
atelectasisscarring,1.7214627728213148
droop,1.7207381764252072
bulk,1.7204377669012025
subependymal,1.720183876355355
protrusion,1.7191568790968927
fecal,1.7187132311915527
cmsec,1.7182551902038825
cap,1.7179824197375582
thrombosed,1.7169579373839268
entirety,1.7165786983040123
postextubation,1.715903746559347
looking,1.714121004830118
preparation,1.7129036117615146
emergency,1.7117605759821846
migrated,1.7113185631286068
luminal,1.7109266666672853
hemopneumothorax,1.7093107898845499
ax,1.7087267649074
sg,1.708718238165019
porta,1.7075461838365928
damage,1.705770594243378
provide,1.7047669760500945
epigastrium,1.704726252443571
coil,1.70137622385797
rage,1.6976898690701603
infiltrating,1.6966000895985136
transparency,1.6960850311249942
intraservice,1.695769022666296
cbd,1.6956224151393549
ordered,1.6942939254646003
impressions,1.6941734714345262
ultrasonographic,1.6924785091856147
canferchronic,1.6910881749225526
asap,1.6899086359561546
abuse,1.6866171724952406
antegrade,1.6857421738535132
xr,1.6833923329020446
dependently,1.6832268846995282
diastolic,1.6823955611098542
aerosolized,1.6803398041551918
extraluminal,1.6791358207804299
normalappearing,1.6787220631803303
emission,1.6778764265507706
boluses,1.6775039692674265
hemispheric,1.6744424198574324
atherosclerosis,1.6742527061752035
guidancelocalization,1.672770940256525
legs,1.672121799052603
comparing,1.6719423082110827
densely,1.6717152169572769
atelectasiscollapse,1.671581410826216
rr,1.6697581614689236
enhances,1.66949332517781
premature,1.6694566069541092
multiprocedure,1.6689651711237172
reportedly,1.668473591031371
azygous,1.6682640354066893
metasteses,1.6654612534517996
medicine,1.661975231851613
likley,1.6612039216819772
pneumoniaaspiration,1.6608718174624304
mucoid,1.6603715032226272
nephrectomy,1.659093196312048
lij,1.659024303924715
compresses,1.6586280809440672
confirms,1.6576085900411703
home,1.656804022824875
bw,1.6563192995364355
deployed,1.6550809642266904
contributing,1.6531091013369628
needing,1.6526148444246587
upwards,1.65177547014782
xlap,1.6503735191092053
sectionsclip,1.6493942350198245
operating,1.648508517942931
en,1.6475527442186197
shoulders,1.6472456604253642
angulation,1.64720615652115
walls,1.6452771506944948
dramatic,1.6436162740883815
intrapulm,1.6434223781213728
abdpel,1.6433145276404801
fellow,1.6402350510934411
gradually,1.6389315927215877
hxo,1.638735172497015
plan,1.6387268079294477
demonstration,1.6384453270827823
postoperatively,1.6377111545636336
tentorium,1.6376681760180156
invasive,1.6351595888507462
jbre,1.6339963542593987
uniformly,1.6304062588956634
infarctionhead,1.6302912466822288
sepsismyocardial,1.6302912466822288
excrete,1.629580277421169
impaired,1.6291711167975824
mammary,1.6276300792877334
spacing,1.6267515311989058
incision,1.6267194602254273
moved,1.6266237434271316
form,1.6249344585086016
anterolisthesis,1.6242944425494612
consistency,1.622777276731677
root,1.6224129157962268
anginaettcath,1.6208297041879836
iatrogenic,1.620675440440728
longterm,1.6188903719667445
expanding,1.6184298162956763
laparotomy,1.6184084941819588
ortho,1.6155998249017205
wdropping,1.6153358538661324
spanning,1.6140833750780106
cancertelemetry,1.6131853061800687
say,1.6131369115566516
sinusitis,1.6106399608908235
broncial,1.6096668868123751
lobebronchoscopy,1.6096668868123751
pressures,1.6091189373268135
accident,1.6074922218895322
kyphosis,1.6070261376037849
thoracics,1.6065101605015049
debris,1.6060480774640973
unless,1.6057234710513557
parapneumonic,1.6042279476597028
narrow,1.6036772498923515
cancerhemoptysis,1.6036141292432948
empty,1.602636662922326
bubble,1.6025273193503253
wheeze,1.6018009479756783
oxygenate,1.5991657369412338
jkpe,1.5988810096941974
apart,1.595575765368051
pad,1.5947569201151783
ha,1.594308223693635
reflective,1.5935260084497902
yet,1.592687071689539
conspicuity,1.5922186988798392
orientation,1.5914774465151884
cardiogenic,1.5914601927770922
extended,1.590086678287008
flush,1.5896693646002105
extext,1.5875496238457312
selected,1.5870391120143272
sections,1.586206692926014
distinguish,1.586110650521913
occupied,1.5856524992783654
underpenetrated,1.5842023730278556
lmslll,1.583163458189422
embolized,1.581530467915155
cutaneous,1.5809358958262398
underpenetration,1.5808731803960347
appendage,1.5800415290126715
bronchogram,1.5798179547512599
period,1.579327899445786
ln,1.579258436937627
excessive,1.579051777995979
lp,1.5788286278747983
prominently,1.5785848692738855
rvats,1.5770064534359922
ramus,1.5755509762388247
pss,1.5755050034386948
peribronchiolar,1.5750049582493846
dysfunction,1.5748928520918162
tachy,1.5747637406095671
requisition,1.5742645863969935
lactate,1.5733754547162462
pos,1.571208769659564
screw,1.5710308777724293
packing,1.5708841402602747
fibroid,1.5707212213892496
cabgmvr,1.5702630085042246
scalpsda,1.5700663063629416
reservoir,1.569732758632947
pneum,1.5692224281098421
hilarmediastinal,1.5687490296732853
overdistended,1.5682865472886134
utilizing,1.5681469700339121
wfluoro,1.5677533458153086
silent,1.5655261962074978
effusionmediastinal,1.5651783902518215
microcatheter,1.5639755084206513
max,1.5622769212269965
glenohumeral,1.559709546929257
lie,1.5595363957213397
red,1.5593159641502614
interventional,1.5589257461611044
eighth,1.5582308229343587
responsive,1.5579849093419544
heplocked,1.5569924161938287
disappeared,1.5545481452861922
epigastric,1.553099883799984
ivf,1.5526171626913452
descends,1.5514478247506942
original,1.5513898391049588
schedule,1.551158253330278
pressors,1.550694206658332
pntx,1.5501255412967065
language,1.549974201596022
subq,1.5482623021667605
sacroiliac,1.547143639138263
hypopharynx,1.546066883458339
hemorrhageplease,1.5446149258950055
identifiers,1.544407087100821
plct,1.544354499735084
airleak,1.544182895955706
establishing,1.5439656361431915
hemodialysis,1.5432634457265968
placedcm,1.5432452599037143
flank,1.5405167907445505
physicians,1.5398072237681404
nasopharynx,1.5397148914401235
focally,1.5384381696368445
seminal,1.5383138299769037
glottic,1.5380922469509868
way,1.5375180501504797
doxycycline,1.535175202411684
curvature,1.5345078932511145
nucleus,1.5328193802156496
spfc,1.5326982803252593
gwlms,1.53232554614625
lthoractomylll,1.5319901068155848
faintly,1.5318076487376933
shallow,1.5315833061080946
osteopenic,1.5308509369286083
obliterating,1.5304461816656973
flattened,1.528968867972211
abn,1.528878172528712
occiput,1.5283649813960563
hypoglycemia,1.5283315099921522
projectional,1.5271899659362371
ant,1.5270321021911646
nonobstructing,1.5269916059294044
nuclear,1.5261684358125658
flexure,1.5257460365534063
try,1.5249854670738388
reaccumulated,1.5242243981935653
intro,1.523145638466077
demineralized,1.5220455934093087
gait,1.5218318525482102
bm,1.5211397687223907
labored,1.5204813735577325
spiked,1.519769086593459
confines,1.51792148297082
overdistention,1.5178948318261631
triangular,1.5174901645285028
cooperate,1.5159703761494012
displays,1.5157230115511353
incl,1.5145515948393689
tracheoesophageal,1.5139378163333292
smallmoderate,1.5104174722475774
vesicles,1.5101865669940422
paravertebral,1.5101792559996714
pupil,1.5099905048599929
seizurebrain,1.5088276834630034
fluoroscopically,1.5081043724516248
dose,1.507980239387563
ggj,1.507605584883655
occult,1.5052211468740357
observe,1.5048767192035968
iiib,1.4998289777118214
rectus,1.4997901322290665
administering,1.4988221776431674
unexplained,1.494862215475677
rvranemiapneumonia,1.4939566403733622
radiography,1.4925696635195371
cast,1.4922793867578217
plexus,1.4916051200034541
procedures,1.4909856807579
fragment,1.4902258402624398
processing,1.4887265980062403
cancerback,1.4879078793123224
stroketelemetrytransient,1.4866671376942802
lipoma,1.4862509057566873
glidewire,1.4857245738587301
nondistended,1.4840399152119188
responsiveness,1.4835338051992744
subluxation,1.483057032534517
nonenhanced,1.4830477346734567
aligned,1.4816949327529074
bloody,1.4805421170030546
optimally,1.480262315682835
effusionpneumothorax,1.4800873107510695
pnuemonia,1.478499067988377
crosses,1.4766320309917769
adjusted,1.4764662584912753
saline,1.4762103865161196
aspf,1.4737079736419925
orclip,1.4732625434503173
duallumen,1.4718867908113993
stridor,1.4704068678709057
face,1.4703644333318233
coronally,1.4703629601118282
outlining,1.4688319945801322
constellation,1.466231176412957
minute,1.465538078103517
mjmgb,1.4640708866193926
hcv,1.4632445726136973
oropharynx,1.46278422787507
sagittally,1.462383185667903
tw,1.4602434097522052
lobular,1.459799667637628
multiloculated,1.459611477007864
intralobular,1.4591860429187555
injuries,1.457778512330152
uppermid,1.4566838397146742
ehab,1.4561866830258614
ward,1.4557757046577566
musculoskeletal,1.4553937936143204
visapaque,1.4548339514475281
atriocaval,1.4541920735256726
maintains,1.4533304465943682
intrapleural,1.4529914711150709
reevaluation,1.4529658504074925
hydroptx,1.4524153386902399
exploration,1.451094512281635
cdiff,1.4504421273683517
gasdistended,1.450419137917958
test,1.4494256089302808
tacchycardia,1.446711553927377
lar,1.446711553927377
tender,1.4463160366256524
calculus,1.4437642814482115
diverticulum,1.4432700868364763
diuresed,1.4429600677254926
detectable,1.4423048285921107
recovery,1.4417145183851092
sclca,1.440813452399739
als,1.4404454312873103
impairment,1.440101067372039
grown,1.4391371298637008
intrapelvic,1.4384546008977062
coiling,1.4377216575808034
congested,1.4360794709969162
acetabulum,1.4355590788017423
disseminated,1.4353047255867948
scapula,1.4352141318643148
uppertomid,1.433936927636507
workstation,1.4332088678544366
delta,1.4329743491174272
void,1.4320287539306027
cycle,1.4312938276598555
mask,1.4306498855903595
vermis,1.4299126132581552
resistive,1.4284849599431588
rupture,1.4283341768978153
retrograde,1.4280130340436379
careweb,1.4276572814592687
jnajojsda,1.4259001279644878
paracolic,1.4252403613776954
heights,1.425057303711345
delineating,1.4242164567314743
enough,1.4224974127425527
postbronch,1.4223453073965286
dura,1.4218949144448803
postsurgery,1.4218034720386468
pig,1.4216751544807413
epiglottic,1.420633926245891
malformation,1.4198685555592439
tongue,1.4195119021775056
bilobed,1.419392209011612
fractured,1.4171582748906422
sdh,1.416926725310202
arteriovenous,1.4167638839262275
bac,1.4123142018287747
problems,1.4104157006522229
jxrl,1.4089253206343626
infiltrated,1.4087656181795982
cr,1.408463206177123
palpable,1.4083976089131824
nondiagnostic,1.4072542488030215
lungsda,1.4069572601443987
relating,1.4055255552573658
differentiate,1.4052128832766482
entrance,1.405101963249034
delineation,1.4050337940098467
valleculae,1.404645376224832
rulrml,1.4039076534336137
surgically,1.4032940324932381
relayed,1.4029820545517708
walltowall,1.4029758344282381
wpneumothorax,1.4029273973322125
placemnet,1.401565618754568
hypercalemia,1.4008409792967997
mmp,1.4007339533855363
esp,1.4004406508600153
nondisplaced,1.399495617391743
massshortness,1.3989449688745046
lamina,1.3988669147037214
biopsied,1.3981511905280477
growth,1.3976599249872794
hyperdensities,1.3972468237228048
calcific,1.396648289711329
streaks,1.3956000351288353
infectiondiabetic,1.3952352172051818
airless,1.3949913044753397
attributable,1.3942853385114327
resides,1.3938324311823385
palcement,1.3931675989357444
waxing,1.3923384752926986
discuss,1.3920368202317281
appy,1.3917729558449263
avidity,1.3916084426997988
malposition,1.391592823392024
afsn,1.3915711221355274
periportal,1.3909657277808363
meds,1.390959803081083
dislodgement,1.3902394614134952
whemoptysis,1.3901172152638732
became,1.3888857564983739
concerned,1.3885537570858455
cannula,1.3875247875813481
subclav,1.3872818261343933
aneurysmsda,1.3870142794565432
aspergillosis,1.3868333220479925
planned,1.38643015845299
consisting,1.3853879765065855
copies,1.3852076060484597
resistance,1.3847221096818896
forearm,1.3843818457132127
follows,1.383565051015471
wc,1.3828700437409371
breathchest,1.3824904836509393
asthma,1.382302645475092
dehydrationedemafailure,1.381846694685046
effusionnon,1.3810384579979518
posteromedial,1.3795974319700173
pedicles,1.3778874892718753
constipation,1.3766291949260832
tachypneic,1.3762029842890986
fell,1.3741464001116594
stx,1.372726615660278
contribution,1.371673872670557
vi,1.3711752424300208
mvr,1.369554047468422
ild,1.3683986877712986
abut,1.3683667256211458
stress,1.3675127801251268
rendering,1.3662505944330385
perinephric,1.3658917128086003
consultation,1.365505207641974
collapseeffusion,1.365123810724063
cardiovascular,1.3648883972354138
desaturating,1.3644643775159482
hcp,1.3641316979067626
others,1.363550321863817
manual,1.3619502211945251
greatly,1.3596993924566445
deflection,1.358737876765792
wwoc,1.3581195956847405
aorticopulmonary,1.3580130808466453
issues,1.3559999327557661
traverses,1.3555984622037505
circular,1.3542797538448932
exist,1.3538563404083304
representative,1.3534183771952513
singlelumen,1.352982236369789
vertical,1.3529601668212907
rpleural,1.3527888291443897
metastic,1.3526034566183898
scanned,1.3516114027547104
certainty,1.3504032466863667
hcc,1.3503090034289527
impinging,1.3495828600766562
detect,1.3495620854706754
gutter,1.3493676350699488
frequent,1.3446234041766214
doepleural,1.3433406768313294
mediastinitis,1.3427892876922294
nrb,1.3426840365199249
hemomediastinum,1.342653389741323
gmsj,1.3419794215787444
sx,1.341929203768808
fro,1.3415943341940766
dop,1.3407510591766951
endstage,1.3403104095340768
siadh,1.340035003721155
healing,1.3395483828979862
hyperattenuating,1.3373298701462586
gentleman,1.334925956336785
ogtube,1.3349113500675258
forward,1.3339294600428722
embospheres,1.3337917696613362
collaterals,1.3308193656723302
chance,1.3307082253408509
systems,1.3306339398050564
gated,1.330330171679539
rm,1.3286433717717638
lethargic,1.3276374118534515
impending,1.326124608407246
drainable,1.3260014970335638
jrci,1.3255569342754472
llung,1.3248645472785392
subcut,1.3241968502047858
eccentric,1.3230912670026909
interstitium,1.3218845732169007
lowdose,1.3216129169058393
aphasia,1.3205560209907183
coreout,1.3204689437911923
inversion,1.3202019104460836
lms,1.3199368761907753
island,1.319763383248575
postresection,1.3193039616070752
hivaids,1.318845208903793
factors,1.3182143034807736
fo,1.3177840839320345
dm,1.3174756490344923
epicardial,1.3171713485957564
duodenal,1.317008987847865
metastatis,1.3164035027527907
collpase,1.315587566690145
pneumoniahyponatremia,1.3150059352751295
unrelated,1.3140219587808466
disorder,1.3133931374366692
sella,1.312353212034609
selfextubation,1.312200078091501
selectively,1.3114954020218106
manifestation,1.3112534220392584
conscious,1.3106938715383663
diverticular,1.3090895931191433
suctioning,1.3089227989230532
duotube,1.308847732850924
cxrs,1.3074707271689314
passage,1.3069233096633484
svcright,1.3063536635198656
elements,1.3056716446437737
embolize,1.3042711070091035
tesla,1.3039138815316564
spectral,1.3024121508465236
copy,1.301181790771347
arhb,1.299970849252236
hr,1.299092465516151
map,1.29906417213211
attempteed,1.2988176246706797
technologist,1.2980376544304317
favoring,1.2975124025435956
plueral,1.2973795308207676
apicolateral,1.2959182491136139
pnuemo,1.2959139359272112
officer,1.2953963925336072
pressor,1.294436792175606
indices,1.2940084958505502
transaminitis,1.291152147694946
wellaerated,1.2907957125208593
drip,1.2891334194266884
newonset,1.2887606392450228
phenomenon,1.287893031850506
orifice,1.287866295182452
localize,1.2868132963225734
lft,1.286773649386361
tablet,1.2861594382447783
pci,1.2851203560488473
unexpected,1.2844145303239678
cephalization,1.2828153754978397
echogenicity,1.2817880683298695
schmorls,1.2812956268480347
tell,1.280321167224772
want,1.2797590316663998
curled,1.276591203412099
added,1.2762698006213349
friday,1.2758609355553368
remnant,1.275563005087761
demineralization,1.2754195751047757
dramatically,1.274941275896183
neither,1.2741766462911701
lvats,1.273119526171412
anomaly,1.2730117598752144
sarcoma,1.2730008496771568
cxry,1.2729971581063253
atelectasisinfiltrate,1.2728905763746707
apc,1.2728388350652846
hips,1.2718393518667341
demand,1.2713871815548823
reticulation,1.268036466911739
shape,1.2679206450831102
coughing,1.2674925292801
micron,1.2673720426709447
ia,1.267339963722659
track,1.2673393272380664
extrem,1.2664947418879322
cancelled,1.266036982668255
timeofflight,1.2658790295233922
retrosternal,1.2656659511994983
convincing,1.265199058174308
cant,1.2650940669162059
trache,1.265009928125572
heterogeneity,1.264821060980482
architectural,1.264686178572682
coned,1.2633824328890657
dextroscoliosis,1.2623829818552281
hydration,1.260968096844805
trapped,1.2606291343897684
lsided,1.2602744041475225
muscles,1.2599726082893439
tubed,1.259556662675117
apicoposterior,1.2590799745173165
organizing,1.2582252393216506
decision,1.2580528300704596
infiltrateeffusion,1.2580453030830023
paresis,1.2572927655370791
diaphoresis,1.2561308184907056
anastomotic,1.2544081741258464
thalamic,1.2539540361984103
multisequence,1.2520435778760826
angioplasty,1.2514147275876215
jwk,1.2513747334943532
whitedoctor,1.2511301938400026
hypoplastic,1.2504136780028363
vacuum,1.2499038346759674
ue,1.249841170989158
rle,1.249065168250643
needles,1.248951786032673
hemetemesisgastrointestinal,1.2461693650299401
trv,1.2458626792340162
wrist,1.24440718859053
making,1.2443215235292964
grey,1.2437830291056553
distributed,1.2436903620312167
medications,1.2428060297544068
adc,1.2426666720245427
regression,1.2426568717669086
varying,1.241359541224509
fna,1.2413395618247833
shfd,1.2408949786914958
ym,1.240829513175516
opaque,1.2406923529632399
manipulation,1.236603410299021
anticipated,1.2359164552746813
bedrest,1.2357049753242093
areation,1.2339278373738052
aspirationpneumonia,1.2338400958764606
impingement,1.233838889336032
stemsda,1.2334871443475413
intratracheal,1.23320687004315
intramedullary,1.2327662110887232
drowned,1.2320127589028802
wob,1.2312224599615733
mptb,1.2310912237675078
polypoid,1.2252355289919439
shoot,1.2241952790704977
ideation,1.2241702167444632
pneumoniaeffusiondelirumsuicidal,1.2241702167444632
wf,1.224084982192359
stated,1.2235126424841851
allow,1.2231445245881825
palpation,1.222583438282563
delerium,1.2223083551559253
morphologic,1.2222320550178853
quantity,1.2221454663982412
dropped,1.2218978887365823
todayptx,1.2216307019963217
req,1.2210912812548256
fatcontaining,1.220414451645835
band,1.2203695580637226
layer,1.220202664722642
spillover,1.2201409241216203
radiodense,1.219418659187705
strongly,1.2181661142037394
elongated,1.2166869923812063
confidently,1.2165514891374996
paid,1.2165231495082665
neurosurgical,1.2159488488659809
silhouetting,1.2157361109984568
demonstrable,1.2153093376143793
away,1.2151330760417172
mornings,1.2140144514580582
aware,1.2135000186337124
memory,1.212235236799643
approx,1.2116390334880531
irregularly,1.2110688057234453
invaded,1.2095904549634557
discharged,1.2091562357863164
defibrillator,1.2078613585368083
eu,1.206601151158679
poststenotic,1.206137142629182
ie,1.205180087102197
mycobacterial,1.204866266074856
tbm,1.2042406480931303
itnerval,1.203799229310156
nonrotated,1.2033460961963605
ijv,1.202622341498527
evalate,1.202110137055451
sacral,1.2019296842188543
tv,1.201714213250001
midtolow,1.201409392232327
invades,1.2011689197529076
er,1.2011020941563038
surgeries,1.2005481127556912
secretion,1.199976211398637
electronic,1.1997854678462607
cardiomyopathy,1.1991969200838732
pneumohemothorax,1.1983450768005903
intermed,1.198087178969554
pneumoectomy,1.197847685105955
siphons,1.1976094037912646
approximate,1.1968459060776937
chemoxrt,1.1967734938125387
putting,1.1956267065325457
orbital,1.1954993726132177
subchondral,1.195270806040638
endocarditis,1.1938719403982985
thickwalled,1.1937051608273395
dictating,1.1933787012253991
incr,1.1933403387581467
anemiahypercalcemia,1.1928602224031521
endoscopy,1.1928487791288602
egd,1.1917832679904914
pmh,1.1911805612487478
hilarinfrahilar,1.1900517997251703
infiltrateatelectasis,1.1878765289094093
together,1.1867926146721712
honeycombing,1.186388543232209
wtachypnea,1.1863426745212644
modality,1.1851241782590096
posttrach,1.1849591842669507
ck,1.1846673547824438
herniated,1.1845191689154957
lab,1.182436913316837
cold,1.1820840581420442
algorithm,1.1809418722071379
sever,1.1808680617613014
hydro,1.180356671790861
neurologic,1.1795746378179968
processplease,1.1793137087359002
omental,1.1790653856976288
pxdb,1.1787456715512872
ectatic,1.1783552458215505
static,1.1768084515633117
suprabasal,1.176586400676101
improve,1.1765352724029445
intake,1.1759972486237562
tunneled,1.1744634533371
intrabdominal,1.1717725409361381
pdt,1.1711918482029193
huddle,1.1707173059690057
trachpeg,1.1705777177541343
cancerhyponatremiasyncope,1.1687179365855596
bronchoplasty,1.1686454105352728
parotid,1.168611469572514
hemoptysislung,1.1680694635496283
sbp,1.165530521774565
